id,text,subc
16298,user user these are sick ass people,2
66728,user user far left antifa just bunch of bullies who get brave when in mob confronting few seems everyone is nazi if they have different opinion,2
26816,lt god chosen leader my ass fuck christian conservatives gt baptist pastor brian kaylor claims sarah huckabee sanders lies to defend god chosen leader,2
39237,user what doing detriment to this state and country is republicans who refuse to govern as the conservatives they campaign to be mcdaniel may have some flaws who does not but he the kind of fighter we need some of us are sick of the losers the gop keeps giving us,2
16886,user user all bitches psycho,2
10703,user user user user believe all women even those who can not even offer any specific details these other women are liars know liberals are hypocrites but try to stay consistent through at least one event,2
15835,user that one way to look at it the other is that the charge is bullshit for almost everyone,2
54377,user you liberals smh tweeting stupid shit trump order elimination of isis obama didn people think about how people not murder now saved because we hav killed of isis,2
48645,user user it crossed my mind that sheriff israel may have ordered them to stand down the democrats will use any tragedy to be in the public eye to promote gun control it shame that these things even came to mind but have seen too much from the left to be surprised at anything,2
67598,user user not one for anything to do with russian collusion which btw is not crime most they knew dt the ones who copped out only did so save their ass just curious why none of self righteous ppl had problem all hrc amp bo crimes lies spying etc hypocritical say,2
63536,user user user please can have some of whatever it is you ve been smoking thats some top quality shit you re coming out with,2
55729,user user buckle up democrats and liberals the shit is about to hit the fan for you and the fbi doj,2
54532,had some sort of mutual masturbation awards show this is me still not caring user user user user,2
69417,user trudeau and liberals are incompetent to handle it,2
62557,user user user user user at least we have brains to fall out in the first place unlike conservatives who believe everything their handlers feed them,2
60876,user because obama has zero accomplishments he is the worst president leader of any country hands down it shows the liberal lunacy when they worship total loser they do not know what they want no party goals nothing except complain about trumps accomplishments fu liberals,2
20963,user and they say russia is the hackers hmmm,2
31745,user user really sickening issue liberals are vicious,2
72139,user you are so right on this issue and democrats have been lying to the american people for to long lately it seems like there all going crazy in the head lol,2
59483,crazy things liberals blame trump for,2
98230,user user user user user user user user and liberals think guns are the problem,2
18220,user primary argument against is that he is too constitutional the democrats started civil war during clinton they heightened their propaganda during obama they are scared animals backed into corner antifa blm amp ms are their sturmabteilung,2
53662,user why is antifa upset prof blas ford antifa is the group that harrasses amp threatens people at their homes,2
11271,people leaving racist comments on my posts will be instantly blocked there are low follow accounts posting this crap and think they are trying to make look bad if you are racist in any way feel free to block me because think you re an ignorant pos,2
37835,user user user user kate gun safety is just code word for gun control there is not anything safe about gun control it just limits law abiding citizens law breakers ignore all laws wake up you folks in mn need to get off the liberal wagon vote for patriots only vote red,2
40962,user user she is threatening american citizens she will kill women arrest her,2
96559,user user he ran and hid after posting an ad about illegal border crossers as soon as cbc started their shouting racist it not racist and instead of standing up for what he believes he bailed the conservatives shouldn have picked him,2
49837,user user jesus christ liberals start young with their brainwashing,2
97780,another trump swamp lier,2
41278,user user user no just imagining if we found picture of bret holding woman like this liberals will go insane,2
82873,user user user user user aaron finding the sending if locomotive funny he is aware it symbolises the trains jews were sent to their deaths on,2
36808,user user user agree guess dems are saying that they re worried about some october surprise where the fisa docs are released leading up to the election maga,2
17174,user liberals really are nuts,2
69013,user user user liberals complain of not having time to evaluate records but they sit on an anonymous letter for weeks and wait like criminal to assassinate the character of good man at the end despicable user user user user user,2
45697,user low life bitches,2
62223,user user user not just liberals there is minority of republicans with more brain cells than rock,2
54898,user rep maxine waters has been threatening violence on you the president and vise president how come she is permitted to do this is the doj and washington capital police sleeping why are all democrats above the law this is crime,2
77180,user all you want is gun control while you let corporations rip us americans off you don stand up against cops assassinating unarmed black americans cops are enemies of americans that why their against user because they want to kill blacks in america thanks user,2
99672,must answer for their crimes,2
81239,user user then maybe we can talk about the double standards between liberals and conservatives at user somebody is always victim,2
51029,user what about all the refugees that destroy the country radical islamic you will get out them to their countries,2
98294,rosenstein attorneys helped vet kavanaugh now sexual abuse charges which go back to his highschool days and can not be proven amp named witness denies,2
83283,user the democrat years in power we remember those women well too bad liberals are hypocrites of the worst kind,2
67391,user niggaz buying pussy bitches trying to buy love,2
94142,user user liberals mock president trumps skin color and decapitated his likeness they also threaten his family even baron,2
47716,user this is why women lose their credibility she was empowered ohhhh me too these women and liberals have high jacked the movement for women who really have been abused disgusting,2
72124,user where is the gun control crowd now that illegal immigrants are waltzing into our country heavily armed,2
87300,user cause who bitches be playing with god aint give me the gift for nothing,2
14808,user user user may be you have forgotten that at the moment we are eu citizens and so all rights afforded to us are the same as for other eu citizens don believe all the shit that goes on in your head,2
25030,user user sorry for the democratic party is the party of hate they formed the kkk and antifa the gop it finally got back in the office and the economy is booming and people have jobs wow overlook this you liberal people are the most trashy ignorant things on this planet,2
73648,user user it pretty awesome movement imagine if all men rights wanktavists just fucked off to the woods and spared everyone their bullshit there be fewer abusuve relationships and messed up kids the sooner all the men like that go their own way into the fucking sea the better,2
66585,user all communist democrat socialists are bad humans,2
10790,user user fuck the steelers bah on my mama that some racist shyt they doing don wanna pay that dude and call him selfish for not wanted to report,2
66398,user thus far the only people getting shot and kicked out of places are conservatives,2
35786,user yeah ll not take my gun control policy advice from jean company beyond that trumps die hard are almost enough that the snowflakes they claim to dislike and themselves are hard to tell part,2
13641,yes because it is the right thing to do yes because conservatives are in power yes because democrats are miserable humans yes because we are sick and tired of the tantrums from the democrats yes because they freaking lost the election please add more reasons,2
48236,user user user no don know that nor do you in fact claim like that is bullshit imagine if we had never enacted clean air regulations years ago in the but wait you don have to imagine just look at the air quality in china that what pisses me off about you conservatives,2
12136,user as he should the world does not stop because you liberals wanna hijack process and delay at all costs,2
79923,am absolutely furious with my fellow conservatives when they say this sounds credible or if it true do you guys have short term memory that only goes back days,2
73496,user will go down in flames with the rest of the liberals they are far too clueless to change,2
50681,user eg antifa holding the position that police are racist or should be killed generalizations such as those are what call attacking law enforcement attacking the cancer in the body is not the same as attacking the body even if it systemic,2
48299,user user user sensible gun control can only help mentally unstable people should not have guns people with restraining orders should not have guns no one needs gun with magazine more than rounds unless the zombie apocalypse happens,2
35483,user fuck the wall more american white or black men kill way more than any immigrant gun control would help way more,2
21564,user user user user to be fair positive most liberals are just blobs of cells,2
88866,user fudge report then apparently she is not socialist as you and your kind label her and is successful capitalist but with much higher morals and opportunities for society you have the dumbest followers,2
32310,user user as well this would allow you to still protest but not stop speaker or group really hitler did this in the early time of the nazi party group known as the ss would beat up politicians and people that did not agree with them sounds familiar smells like antifa,2
90618,user user with mm no way maybe is time to ask sky what has gone wrong because from cnn have the book first than kp tweeted about the book liberals from trump for americans to mm for british do not known who is worst,2
34422,user conservatives keep telling us how few million immigrants are ruining the economy how would multiplying those numbers several times help that,2
87713,user user wtf user amp user seriously what manner of bigoted platforms are you running that label an exhortation for children black or other to stay in school,2
66845,user expose these demons violating our constitution with violence amp threats to run govt instead of winning at the polls name them domestic terrorists amp jail them all,2
53564,user anarchist nefarious treason invading free america antifa,2
62169,user oppression we need to start movement could be worse they could be antifa dogs,2
12223,user ancient homies couldnt have cock cocks fighting because that was literally illegal in athens fjshdhjs,2
82355,user who will abuse it the most liberals or rinos,2
42456,user dam white slave owners,2
76709,user user user user this is great mark the great one levin and candace the great owens together this team is unbeatable they just sent liberals into frenzy again whole block of liberal voters just had their heads explode and sadly alyssa milano just wet her pants again great team,2
30471,user noticed you broke away as soon as the senate started talking about the great growth rate and salary increases for employees your station is so crooked also negative on the conservatives and praise the liberals,2
78670,user conservatives if you are not gun person believe you need to become one if these nov elections do not go well for the dishonest dems think the violence will get worse all conservatives will need to be able to defend themselves and their loved ones,2
98344,user user for your encore say that every other western country that all but eliminated mass shootings through effective gun control are lying too it would be fitting,2
68655,user user so how do propose ward deal with this put the gay lesbian youth with the opposite gender or segregate them from the other kids entirely awful idea just going to assume user has more experience and knows what he is talking about here,2
20413,user user liberals act out of emotion not understanding the law then they go around condemning every who does not agree with their completely fucked rational nobody believed women for years so let believe all women oh and screw the legal system men are pigs he guilty smh,2
24354,user he and obama must be copying each other does any democrat have their own thought please,2
42133,user user user user user user you must be talking about hateful conservatives,2
51452,it will be hard to believe any female accusers ever again especially liberals who lie for personal and political gain,2
19061,user lol they have no idea nazis were socialist their complete inability to grasp reality is so mind blowing antifa is no shit calling for civil war to defend slavery the confederacy considered lincoln fascist too hmmmm,2
83216,user user user user user user user user user user user user user user user user user keep banging on with your nationalist nonsense once democrats win the midterms and raise taxes you ll be able to get on the same page as everyone else universal health care and gun control will save countless lives trumpsters like you will learn eventually,2
57671,user state level crime when the alleged offender was juvenile silly liberals no crime committed by kavanaugh but probably one by the liar ford,2
74118,user user user jehovah and yahweh is most immoral seriously he is one big lying contradiction,2
24163,user user user user user user unicorns and antifa and rainbows and socialists and puffy hearts and feminazis and sunshine and pussy hats and most of all resist,2
13388,user user that ok antifa terrorists do not have intelligent conversations any way keep your head in that safe space,2
11975,several women mps key in gun control debate in canada min of justice user did heavy lifting for user in introducing gun law she said gun control works it is probably the oldest and most effective form of crime prevention law,2
20729,user user let focus on kavanaugh bringing up other cases to make an argument about hypocrisy is irrelevant it like saying let not investigate this bank robbery because liberals have robbed other banks try to focus,2
33014,user user obviously they do not care who they ruin due to their attacks on conservatives the left is out of control and blind as,2
45025,user pussy and ass are different times and ve never in my black life ever ate chittlerings lol,2
82489,user they re abso shite quality tho,2
55366,user it not wrongfully characterizing it the fucking truth and you guys are just to ignorant to see it,2
59703,user everything is an issue with muslims go live in another country like iran,2
73118,user user user user user did not admit anything read my tweet again please english is my rd language but am rather good at it antifa are the nazis they can name them self the messiah they would still be thugs fighting against freedom and free speach btw free speach is not hate speach man up,2
24188,user user show me gop trump supporter mass shooter you have problem with me drawing and taking out active shooter when was growing up in ssf you could open carry then the black panthers freaked out your elder liberals at the time and they took that away from us,2
11411,user that what happens when you let liberal get hold of gun that would be good place to start gun control ban liberals from getting guns,2
44015,user user liberals ruin everything,2
11746,user poorly worded but he not talking about the actual shooting he means the aftermath with the gun control aspect,2
45985,user user user user user you are all rapid dog,2
71603,user the liberals are really displaying hate amp their message of division republicans really need to take advantage of this by welcoming the disgusted democrats that had enough with their party amp want solid policy amp no more insults,2
24755,amp amp all of its discontents dilution of rights freedoms amp amp particratic of ticians for ers,2
48593,user user user if any left leaning freak attacks me will attack back but so many conservatives are just compliant happy with just bitching and complaining how can we fire people up the left has got energy lots of it and if things don change we re going to loose,2
83754,user for what lies and rumors being spread by liberals with their known pattern hell no,2
24509,user user user user user oh yeah sure antifa is anti fascist also free speech is for everyone liberals conservatives centrists fascists communists anarchists ancaps etc live in the us and not fascist state that bans what it thinks is hate speech,2
90712,ntknetwork news senate set to pass bipartisan bill to combat opioids,2
76187,user live westminster utter bulshit conservatives cear nothing of the people living in social housing just look amp it tenants need say no more merits speak louder than words amp tory words are empty promises,2
48118,user user user not if it unwanted by the mother then the left flushes it down the toilet and goes to an antifa rally to celebrate,2
84770,user user user complete and utter waste of time liberals,2
61756,user mon brah go finish your mother fucking apple cider beer and shut the fuck up adults are trying to have some fun on twitter,2
46365,user does these idiots actually listen to what they say user sucks,2
22130,user user far right bastards they are literally everywhere luckily we have far left extremists like antifa and jeremy corbyn supporters to act as counter balance,2
86186,user the liberals sure are walking very dangerous line,2
13872,confirm the man the left wing activist is liar who story changes no hard evidence innocent until proven guilty user,2
98387,user conservatives the trailer trash party of canada,2
65856,user user so not sure she is woman for one mostly men throw out insults like that to each other or mean ugly feminist cat women with penis envy,2
29727,user if the media stop reporting what happens on the view perhaps it will disappear from view if conservative america wanted to know what those imbalanced voices had to say we would watch it the rest of us are busy watching the sidewalk for poop put there by hollywood liberals,2
20801,user user user so what wrong with white guys proud caucasian amp colombian american woman and happen to like all these white men that represent me especiallysen kennedy we are soooo done with identity politics from liberals,2
95224,user user the death threats thing is disgusting the party of family values says antifa are so dangerous or any resistance group has kavanaugh and family had death threats inquiring minds want to know,2
62953,user user many arrests have taken place socialist media not covering of course the coming arrests will make socialists heads explode wwg wga maga drain the swamp build the wall,2
98407,user user user whataboutism is yet another made up word used by liberals to attempt to deflect criticism of their own ridiculous hypocrisy,2
42249,user user hey user the only men not doing the right thing are and user user user rapists abusers and criminals so you can kiss my white,2
91306,user she went to my high school dumb liberals are prevalent in my area,2
63886,user oh good we can start reminding people about the worst administration in history obama the will not help blacks and hispanics president that sent plane filled with cash to iran sent guns to mexico so they could kill people and start gun control riot and started ferguson riot,2
42031,user hate mongering is no solution for nfl kneelers change up your playbook losers,2
61533,user ajsjjsjdkkdjdk want him so much he literally tell me to die and obey him,2
92373,user user user user user user user and your president respects all of that you liberals do not,2
61513,user bat my nigga,2
48474,user and user user user is inciting violence towards trump supporters on lists to be targeted by antifa,2
15570,user user user farrakhan has refered to white people as blue eyed devils will not even repeat what he has said about jews he is anti semitic,2
42234,user user user user user there is absolutely no point in debating liberal your party has swung so far left and have nothing but hate all rationale has fleeted your side trump could create world peace and utopian society and liberals would still resist for no other reason than your hatred,2
83274,user beto also wants open borders so illegals can come an go as they please an also more gun control espically on semiautomatic weapons,2
44143,user cause they re assholes,2
95860,user user correction liberals deliberately distorting,2
32776,grasp at unproven straws,2
80114,saw the dems in the kavanaugh hearings bring up common sense gun control time after time user is chicago guy chicago has some of the very toughest gun laws in the country yet it the gun violence capital of the usa how about this dick,2
36289,he is cut from the same cloth as all other conservatives his misogyny and bigotry are always on display he is responsible for trump,2
13624,user can even listen to any of these idiotic liberals they all seem brick short of load,2
84894,user user if kavanaugh is confirmed there will be two sexual deviants sitting on the supreme court both conservatives and nominated by republicans democrats put women on the scotus and republicans put perverted men there for their lifetime,2
45521,user user liberals have no shame to them the outcome justifies the mean,2
16410,user the devil made me do it the ugly face of liberals feel sorry for the innocent honest ones that are just brainwashed,2
71984,user user popular side doesn equal winning side facts are that private schools do much better job educating students than public schools public school teachers get unfair perks that they don deserve it unfair to private school teachers,2
98927,user go after nra if they allowed gun control this would not happen,2
44056,grow some balls and start playing dirty like these liberals assholes do,2
85173,user user question hows that gun control laws up the ass they have working out for them,2
74245,user what joke another dirty tricks democrat on the george soros payroll the democrat party knows no shame,2
15731,end the war on drugs slash the shit out of taxes across the board repeal unconstitutional gun control laws,2
74004,user user leftists showing yet again how vile they can be,2
64189,no other st world country has bullshit like this because they do not have bullshit problems like this fuck the gun industry and fuck the dipshits enabling them preventing sensible gun control,2
61788,user user user user yes you are right not only lefties but neo liberals having any trouble this papers have proper journalistic ethics it funny and magyar nemzet or pszabads had highest circulation it also funny only in the communistic past before,2
79379,user user user user the metoo movement is just an extension of the democrats kkk amp the hate group antifa it just another form of lynching those who oppose their agenda metoo people jump on ban wagons in the name of justice to perpetuate mass bullying of those who threaten to expose them,2
16885,user by the way why don you move to haiti you liberals seem to make shit holes out of large cities so go somewhere where it already shit hole so you don have to do any work,2
81124,user thats why they lobbied the government to ban reaserch funded bye the cdc that could be used to argue for gun control guns in the home dont make you safer quite the opposite,2
76828,user user why did not zac goldsmith of the faux conservative party use this why did not faux conservative party use khan defence of organiser why are the conservatives so cking useless if you ask me it deliberate as they share labour agenda or are they just that useless,2
25808,user user user user user user user user user user yep bc not agreeing with forcing adult memes and choices on individuals not developed enough to comprehend them means am homophobic,2
99720,user how to develop their competitive skills and social skills in home schooling as my child too complain abt bullying and unjust behaviour of teachers since she is super active,2
73241,user now just vote him out he is known racist,2
38431,user it amazing how the democrats are always leading in the cnn polls all the liberals live for is the polls that they control liberals are insane,2
17258,user if you love our cops so much why do you make it your life goal to take away tools they need to stop crime and put their very lives at risk why do you support antifa thugs who assault cops and screech all cops are bastards,2
70158,user beto or whomever move and support immigrantsilegals into your home,2
22207,user user user yes american women are waiting to be allowed to continue slaughtering babies mao stalin and hitler all killed babies too liberals are pathetic whiney crooked yet say we are for the children except they slaughter babies,2
46437,user they are false this is what the democrats do best,2
22728,user user tdavis touring the application of and techniques to speed of,2
87955,user user right shoot the messenger do not go after the homosexual rot in the clergy bergoglio go after the man archbishop vigano who exposed the homosexual rot in the clergy satan must be having really good laugh over that one,2
64745,user swear niggas make me wanna turn this phone off,2
88585,user user user my auto correct gggrrr she is crazy witch,2
52085,user nice hat hey and user is living rent free in all heads like mcdonald sweet revenge has never tasted so good,2
56068,user love the way this pisses off liberals,2
89659,user user cowards in masks antifa are the true fascists,2
23084,user user me too jacks sack we conservatives tweet in barrel,2
41277,user which is why it awesome that kavanaugh didn shake that gun control dads hand sorry for kid was killed by gun but it not the future judges fault it happened omg white people in cities are silly,2
60513,user looks like the jokes on liberals again,2
69914,user ve said that many times liberals and conservatives are two sides of the same coin and that coin is in the back pocket of the wealthy canadians,2
23311,user another dumbass democrat one thing you have to say about this president is he not lazy another bullshit story as usual,2
78556,user user these gun control scientists are disgrace they should have their license to publish revoked,2
86698,user user yeah poor conservatives for having eyes that see and ears that hear if you re loving your brain bath then continue on pretty soon pedophlia will be your next great virtue to champion as you see kind loving pedo dawn your tv set to make you march in line and resist,2
79122,user user user the democrats are so desperate all those ppl threatening sen collins are from ca they will do anything to delay or halt confirmation and user re election is on the line she is desperate the ppl amp gop are quite aware of what is going on,2
58576,user so it moves forward damn the facts as long as you keep up the narrative the dangerous line is the sliding scale line that you bunch of liberal idiots use to vilify conservatives or justify the actions of liberals,2
85067,user user user user user sadly given the hypocritical and unethical behaviour of liberals democrats these days view any claims or allegations made by them with huge degree of scepticism,2
70525,user poor baby this is why you and your entire network can not be trusted the only people still watching cnn are brainwashed liberals and demonrats,2
17773,user user user think they re trying to be funny or it dog whistle to prohibitionists either way it total fucking disgrace and belittles cannabis use wankers,2
54897,user user no fr people are always on the most bullshit amp not postponing or missing anything else because another person can get their shit together so if all else fails go by myself amp tbh end up having better time anyway,2
82085,user dog whistles the minute one of those sobs use it it over never would vote for any liberal ever no such thing as moderate or acceptable liberal there all mean all the same some try and hide there hate but they are all scum your fool to think they give shit about you,2
45756,user mean if allsup was communist or some antifa shithead people would be coming to her defense despite what shit she is this political team sports is dumb allsup is dickweed,2
39893,user user user it funny how liberals use terms like snowflake and triggered bc that is exactly the terms that were originally used by conservatives to describe liberals on election day still lmao ve never seen grown he she before screen bloody murder over new potus,2
50936,user user sure he does not call his gated community private security firm bull connors though it funny now liberals love privatization of police,2
57622,user this is just more of the standard trudeau liberals emotional manipulation of canadians they think canadians are stupid,2
25385,user user user yep was at yale law school as well he also mentioned at one point that he could pee his name in the snow and that groping someone against their will while holding them down and choking them was boys being boys nbd,2
83758,user yet another really stupid take by erick he is single issue thinker overturning roe anything that gets in the way of that is to be mocked and trivialized he has no other core beliefs,2
66631,user but thought antifa were actually fascists but this shows rethuglicans are the actual fascists in the room,2
70446,user user user user user user user user user user so absurd the left has been fielding violent feminists and communists in the form of antifa to attack the very peaceful transition of power for more than two years wonder if it will ever occur to you that you are the bad guys doubt you have the moral fortitude,2
71996,user user latino conservatives self hating freaks,2
53995,user we shouldn be surprised these same pigs worked with neonazis to unmask antifa protestors and the local coverage by shit journos like user didn cover that at all we had to rely on user for investigative coverage,2
83772,anyone have any guesses as to what user user amp user will lie about this week the world is ending friday give me all your money amp ll triple it by tomorrow user knows everything just listen to her,2
67880,user user will user or user ask for some sort of gun control or once again do nothing they seem to be really good at doing nothing,2
61402,user beat they ass too for letting them get hit,2
24268,user user xtc is not going to help you sleep hahahah but it will help you feel better after how rockstar is shitting on us or did you mean sleeping pills,2
70315,user user omg really liberals ruins everything,2
23228,user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user they get testy and decide you re paid shill lot if you end up hanging around qanon you ll get used to it,2
77307,user user after seeing the contents of the post user for one are pleased with the legislation we have in regard of gun control on the other hand legislation does need to be improved to support mental aid to this individual he has to be sectioned,2
30890,voters know user is the right side of the gun issue gun control or gun rights the answer may help determine whether nra financed rep comstock wins reelection,2
82293,user user user user interesting when demoncraps are not even inventive enough to create their own cartoons this is originally put out by republicans liberals are the koolaide drinkers and always have been liberals are also the scum of the earth and prove it daily through their lies,2
48871,user user have plenty of conservatives work with that are not afraid to share their racism and hate for democrats it is sickening,2
78943,user because only the unhinged liberals that are scared they will not be able to murder their babies are demanding this the other normal rational people with common sense can see this is just fake accusation to stall,2
70014,user so tuned into the emmys last night watched for whole seconds before some celebrity had never heard of started talking about their platform click liberals ruin everything,2
34640,user user user if so why do democrats continue to say he is rapist why do you democrats say republicans allow rapist to be president he isnt unscathed,2
20612,honestly we all know he stupid but what is actually surprising is how dumb and easily persuaded the people of our country are he ll say shit like this and every white redneck is screaming yeah maga baby,2
10605,user they should hopefully voters will realise that they could have ended this shitshow well before the midterms,2
55116,user user you just said the same things all the liberals say president trump is not deporting immigrants he trying to deport people who sneak into this country amp not follow the rules to come in if you come in that way you are criminal turn off cnn amp try another point of view,2
97831,user look at all these racist white liberals freaking out because said tom arnold has white privileged,2
85409,user as my elected mp could you please explain why user is still promoting ideas that the eu have already rejected we ve months to go and nothing appears to be moving onward user are like the blind leading the blind,2
78458,user user user user user do not know about soros but do know that some on the right do use the actions of few antifa to play identity politics and claim all on the left are violent and that not helpful for anyone is it,2
69106,got more common sense than all of my followers,2
83457,user user wow never thought see the left actually admitting they want to shut down free speech unless it their own at least they are admitting they are the facist after all they did create the most facist groups antifa and kkk,2
29510,user look in the mirror lefties no bigger bullies than antifa and progressive leftist trying to get in the faces of the right,2
56974,user this deplorable from the dregs of society says will make criminals think harder about being politicians,2
50390,user do not know anything about the kkk although believe the democrats fund them like they always did think the dems main terror group these days is antifa,2
81801,user user user user user bs no we do not support gun control we support that says shall not be infringed go read some history and find out why you are part of the reason,2
53781,user user anyone who supports gun control is racist just like shannon twatts,2
40813,user user user user user user user user user we waiting on mean ass florence to do what she gonna do ack,2
14234,user user when turned the speech on it sounded to me like liberals becoming another nasty party with his personal attacks on various individuals,2
94064,user user and those same politicians from both user and user are selling the country down the drain,2
85714,user the sex symbol of rap lmaooo bitch youre fat as fuck anyways you tryna fight,2
65385,user and shit like this is why no real research gets done on us,2
15876,user but but but we need more gun control right oh wait guess that doesnt stop criminals only law abiding citizens which is known so think on why they want to control you and disarm you,2
99912,user user poor sad liberals no hope for them,2
97258,user user still lot of religious conservatives but hopefully beto is getting bunch of unlikely voters that the polls do not capture,2
23366,user national unity you are so full of it you just tweeted to get people mobilized does that mean paying people to mobilize and cause violence where is it that you spoke out about antifa official group of terrorists,2
15251,user she never planned to testify it was all an act one that fell flat very quickly liberals will never learn we know their tactics we can accurately predict their actions amp responses we also know how to think amp do research that why they hate us they can not control us,2
30390,user it is not so much that liberals are ignorant it just that they know so many things that are not so ronald reagan,2
72024,user why why are liberals so trashy,2
61578,user shorty dad taught him eveything about pussygrabbing sexual assault family time girls have to stay silent,2
53538,user leftist collusion prescreening party,2
89600,user user user user user user user exactly hat user are true feckers detest them,2
80034,user it testament to how fucked this world is that she is free to spout all this bullshit and not be in jail or even being investigated for statutory rape,2
57819,user did not me too woman molest young boy and the next day they were forgiving her hypocrisy thrives in celebrity circles,2
82618,user user user user oh boo you sound so ignorant with your words we are on top all of america is on top now how about stop resisting and try to help make our nation the best for everyone not just liberals wake up and walk away,2
98220,user feel sorry for the voters no good choice,2
42088,user user this is absolutely hilarious liberals are so predictable,2
41918,user user why do not they want health care why do they want rich people to pay less taxes why do not they care about the deficit why do not they want any gun control why are they so afraid of immigrants why are they so full of hate when they control all branches of government why,2
78456,user user that is the same old crap spewed by the liberals msm they are disgusting,2
22946,user user user user user user user user user user user user user user user user user little known fact balaam raced donkeys and gambled on races one day his fastest ass was winning the jerusalem sweepstakes and right before the finish the ass lost control running over samaritan and two africans local antifa saw the whole thing and blamed the fastest ass,2
27456,user the transparency of their acts furthers the myth that all women are victims some truly are but these crazed liberals wouldn know one if they saw one in the end their hubris will hurt the real women that really need help,2
46987,and probably and with their level of intelligence weez all stoopid all,2
82256,user user prepared all she has to say is do not remember all the time and liberals will believe her bs,2
24259,user user they gone eat his high yellow ass,2
26587,user than we wonder why the dems are blooming idiots here is fine example how to teach your kid to be vulgar protester way to go dems this kid will grow up to become president of antifa,2
53020,user user this is all just another fraud put out by the democrats this woman is lying to help her party nothing but liberal nutjob who would say anything to try and keep the conservatives from having the majority on the scotus,2
87737,user just one more proof that the dnc hates the cosnstitution this is exactly what pres washington warned us of in his farwell address the dnc hates the constitution because it stands in the way of their totalitarain agenda maybe that why they push both socialism and gun control,2
81179,user omfg,2
45019,user hahahaha omg these people they thought they would have their way forever idiots,2
37089,user and you ya sexy lady you,2
98631,user why of course liberals reject truth and accept falsehoods that why they do not believe kanaugh and believe ellison,2
59002,user the show must go on we must have crazy liberals screaming and throwing tantrum inside of that courtroom if they let these same animals in as they did during the hearings this is just going to be another circus,2
56181,user thank you ms desanctis comforted that not all conservatives are letting their ambition blind their conscience sexual assault harassment has been plague on society for centuries that should not make it conservative or traditionalist cause,2
97936,user it so weirdly vicious and bitter to extrapolate from everyone should have access to decent healthcare to liberals think all criminals should be free it reveals pretty brutalist and impenetrable mind,2
72873,professors and students murdered in connecticut with bushmaster xm rifle the nra blames gun control laws,2
47009,user user user user only liberal would support liberal that spent million to get liberals elected to office,2
22481,user gun control kills more people,2
78573,user user why do you have to bring race into this the real racist are democrats and liberals like you,2
13316,user user communists liberals get the bullet too me wow ck you communists you are excluding instead of unifying,2
40412,user user no news orgs are giving faith goldy the time of day that simply wrong she may not have the experience of the other two useless fools but she cares and she is no one fool,2
11396,more like every day,2
61302,user user sir now to russia putin is broke and little bit crazy the paltry trillion gdp might cause desperate actions from his dying regime denuclearization in exchange for oil patch tech thats all they have sir maga,2
56430,user you are becoming the court jester of the senate,2
92379,user user yes mothers now this is what the deranged left will make you do to your little boys are we really going to let this happen pure evil user,2
66023,user user user user user so your in favor of gun control because that what switzerland has am correct in saying that,2
69815,user surprised he did not shoot his students just prove gun control is important glad do not send kids to college what waste of money turning them into pumpkin heads,2
44307,user there is no such thing as an antifa warrior they are all coward bitches marcus smart is tougher than that by far,2
17314,user have long thought that liberals are children trapped in adult bodies,2
67511,user user user user user it already legalized killing of babies and liberals are afraid of trumps supreme court picks taking it away,2
26284,user nonono no no people who fat shame do not give the slightest shit about someone health you do not know about anyone health just by looking at how big they are you are not their doctor know many super healthy fat people and horrifically unhealthy skinny people,2
46168,user bet they all have fitted waists because women are meant to look hourglass even when they do not give shit,2
79972,user once again it been proven that all gun control laws are intended to disarm the law abiding citizens and subvert the criminal do not care about gun laws,2
39492,user user well he liberal so that explains it who knows the shooter may be liberal as far as he knows liberals are very hateful violent people and must be defeated,2
61737,user conservatives have become the cadaver party,2
40951,user user user user user agree those antifa nutjobs should be arrested before they start trouble again,2
63168,user brett kavanaugh was supposed to be selling point for gop candidates in the midterm elections but now he could become liability cbs enough of all your bs lies go away with your other liberals cnn msm we are not listening to your ignorant bs stories,2
77089,fuck liberals forever,2
53003,user oh this is gonna get some antifa idiots shot so fast they do not even realize gun owners are usually really aware of what going on around them,2
25019,user user user user knew we would find out that this is all the liberals fault,2
94071,user user user fucking glory hunters,2
61901,user user user user user amazing how they can consistently manage to piss off both progressives and conservatives by being so arrogantly misguided often in same segments,2
43335,user user is correct and should be applauded for criticizing our inept and corrupt president not denounced for it user user user user user user user user user user user user,2
24462,user that really insulting because there are lot of latinos like me and there are lot black conservatives who believe in god we are not crackheads nor are we uneducated these celebrities are garbage who know only how to read from script that all,2
87719,user user am canadian live in the us and am ex special forces ve handled everything from bb gun to mm howitzer and tow missles and anti tank weapons the us lack of gun control is by far the fucking stupidest part of this country too many morons with guns,2
17391,user the liberals are mentally unstable,2
29176,user hahaha lunatic liberals are just too busy virtue signaling that they still do not get it,2
27819,user user nobody cares about paid protesters the capitol police need to get hold on them lock them up,2
99396,user user user stop lying liberals he said that is absolutely nuts,2
35384,user user ain nobody bitter here women who know their worth spending their life upgrading somebody son but actually living it and becoming their best versions for themselves you go look cute on your maid outfit like you always do,2
