id,text,target
35139,he as clueless as out his disgusting looks as he is about every other thing there is to know,1
92405,gun control crowd wants gun sales to have the filed but they succeed in getting gunbroker app shut down as most gunbroker sales guess over are guns shipped from ffl to ffl kinda like wanting gun safety and getting ranges shut down all about control,0
72954,are you kidding this is the liberals good show,0
51110,fake ass emoji,1
57228,haha yeah funny communists liberals destroying usa want usa like venezuela china north korea perhaps why not just move your perfect country instead of desperately trying destroy the usa that my founding fathers fought died our freedom shed blood for ungrateful communists,1
97281,what ad hominem he is paid by the cigarettes industry in what universe people tend to be neutral when it gets to their paycheck get anything out there and it will be cited not everybody knows the truth about people motivations welcome to planet earth when money talks,0
12748,that why you are an enemy to the people go against political opponents and hide crimes from,1
75966,why does kavanaugh have the same woman with sitting behind him every day do not think she is helping his case,0
36701,then see like this and lust over the girl with the long blond hair and the bare midriff and micro mini and realize she is now years older and could be great grandmother today people wonder why love legs until show them what grew up with,1
76283,thank you they all do it will be excited for all and love feel the for him he is such rockstar,0
94287,first thing that comes to mind is another liberal hit job this is the damage liberals libtards are doing actual victims of sexual assault they inciting doubt in everyone minds democrats are not champion of woman nor minorities they covet power,0
44391,someone please call for gun control because the bengals can not stop shooting them selfies in the foot,1
58295,is reportedly at the wh right now,0
44782,possive dumb ass,0
66166,dig up frankie save yourself,0
71900,she lost because she got outplayed she is disgusting for her behavior,1
97704,what all of them what about the terrorists antifa farrakhan hateful and racist thugs blm criminals black panthers those groups have no place either,1
35092,he is is always the victim,0
34943,joe is just singing the old liberal bullshit song and misrepresenting facts as usual,1
74793,you are so smart,0
33566,bro randomly tried this dns shit and it worked first time wtf,1
71656,this is what conservatives think genius looks like lmao,1
43584,just didn look like any of the mannerisms he has exhibited glad he is in cf,0
20550,the left has plan that is popular with liberals their campaign platform is all free stuff for everybody all the time everyone is welcomed at all times to come to america we will support them too where are the funds to support these plans the left doesn knowor care,0
93909,girl power,0
52181,as if chuck sat in on the trial for these allegations he read the same twitter feeds we did because you supposedly spoke to therapist means nothing you could have told the therapist you dreamt it up for all we will ever know testify to it providing even shred of evidence,0
93589,and this butt fur thinks he is know it all,1
58294,you ignorant fool how did you become ag forgot it was ignorant obama its not current occupier of white house learn from me ignorant idiot he is the president of united states if you think he is not your president then leave this country and go to hell,1
83184,yes it did and it on editorial is joe the editor of men no he is not he is editor in chief he is the boss of all the other editors sooo he was not responsible should not be arguing because this is stupid,1
51563,expect you are,0
85044,think he will get decent minutes win the champions league rotation coming into affect he much higher up the pecking order than herrera or mctomminay he is essentially the th choice for man midfield so first option when resting or even more like today and last week,0
98517,please tell me something what should do to help my mom when she is at home with broken leg cause she in hospital now with broken leg,1
45834,or he is part of the fraud they pulled together,1
68634,what happened to wokeisis,0
55636,the battle cry by nova scotia girl and the world will follow let freedom ring worldwide,0
55512,we live in strange times with some really strange people have never figured out hirono parents were kamakazee pilots she is not on our side,0
54700,maxine waters is inciting violence against conservatives thank goodness her minion switch blade wasn working and he couldn get it to flip open to stab the conservative house candidate,0
51898,im just reality based results oriented kind of guy how it turned out is what informs my opinion not my idealistic dreams all liberals are progressive all conservatives regressive all within varying degrees relative to their location all politics is local,0
75507,of vote her butt right out of office is part of the problem in america not part of the solution her old ideas and tricks will not work this time,1
25510,you are not alone will say prayers for you hang in there,0
95662,and half up on the phillies if you are fan of any georgia sports you know that no lead is safe,0
79644,please help her out she is distressed,0
92522,you are beloved,0
63146,hahahaha how lucky you are sor to witness din kakulitan live and on the spot inggit me sir and laugh your pain ang peg ni capt barber,0
60741,good luck lad,0
94258,becoming what the reason for what happened,0
98739,ask yourself is your party fighting for you or to keep their leader power the party leaders only care about you as vote not as person elect people to represent us and if they do not we elect someone else take note,0
35022,on personal responsibility he was drunk boys will be boys she was drunk slut,1
15556,on friday the krav maga world lost one of its very best krzysztof szczepanski kris lost his battle with skin cancer but not without giving it the fight of its life the world is worse place without him and he will be sorely missed rip brother oss,0
62844,damn right if you think any different then your part of the problem with this country thank god we have president who puts instead of putting illigal aliens ahead of americans,1
31261,oyela please won yesterday you are yet to credit my account oh,0
56638,bitch my life was flashing before my eyes,1
67691,bitter liberals are so funny keep posting with anger so fun to read,0
53263,liberals have to sexualize everything,0
85090,maybe we need to ban knives what do you think,0
94456,he been trashing all along even to our allies,1
28864,hope so conservatives must go vote,0
46342,wherever you are in your journey try your best to appreciate even if it not where you want to be every season serves purpose putrajaya,0
82908,bring back coal amp asbestos,0
87348,assuming she is comedian thought you had to be funny with great sense of humor,0
50896,let me give you something your wife can not cum join me live now,0
97210,people who employ fascist tactics are fascists that what antifa does do you want me to start posting videos of antifa riots,1
77403,we all have concerns about the democrats disgusting behavior and disrespect for this country and our constitution of the united states and the violation of your oath to citizens and our constitution,1
15267,perhaps he believes as did the revolutionaries at the time of the start of our country that the people need protection from runaway government like the one the liberals are proposing by their actions which would take away your rights,0
40574,oh fuck forgot about poopy in my diaper pants you know me before know myself,1
98246,boy they are really panicking why what do they have to hide wat to know do you don recall republicans acting like this when obama put two liberals on the court,0
88808,chips away at liberal appeals court majorities for sure fill with constitutional conservatives,0
77181,and hypocrite flies in his private jet around the world,1
99042,it would make sense for her to be big character in but if she stays the way she is really hope not lol she was making me cringe most of the movie,0
48438,he is the absolute worse period that is all,1
86117,you are the man gregg,0
77021,no my family are not maga they just do not care they re apart of the populace who get distracted by pop culture completely they have zero idea what is going on in the world until tell them amp even then they do not care lion amongst lambs,1
37710,remember back when there was the big sit in by the democrats they tried to push through gun control laws republicans responded by putting forth of their own democrats voted against everything republicans put forward instead of accepting compromise they voted against,0
72045,liberals will liberal,0
39756,pedophilia is the worst of all evil,0
96944,destined to be another bargain bin for dollar fire starter,0
55268,saw that this morning hope she is doing ok bless her heart thank you,0
10592,are you pro choice are you pro aca are you for reasonable gun control where can we find your stand on issues,0
24967,homer losing his boner over this is very petty there was resemblance but again even if she is if they are not shoving it in our face then its okay,1
33118,keemstar said he is not paying he just wanted his sever on rust popin said pay him or the ooks will come for you on rust,1
21098,guess you didn see the ad that replaced db glad you are up on things,0
36170,abortion has always been available to those with the money to take care of the problem matter of conscience only seems to matter when convenient for party conscience clearly absent when it comes to gun control,0
17308,empty headed ginger hammer,0
84652,why does ted cruz have to quote supporters in his own tweets does he have anything original and or prodcutive to say does he have nefarious connections to and russia,0
26460,california tries new tack on gun violence bullet control,1
65334,you are so far of the mark at times you seem to be completely detached from the masses,0
67982,that new,0
29038,contribute to their maximum capacity translation vote for guys with criminal record like me who occasionally wear dresses and support those who disrespect the sacrifices represented by the flag,0
81929,she is so stupid it scares us average americans that she makes decisions on our behalf,1
41706,bitch shut up cyberpunk was announced way back in and just now getting revealed get your facts straight,1
31062,down with liberals,1
10176,this is the democrat party in the throws of panic they want violence so trumps america is not quite so successful suggest to all the little antifa kids out there do not do it it will be regrettable immediately,0
59609,just because he in love with her doesn mean she is they don need to go there it feel like another lf situation,0
97816,did anyone visit maxine waters discreet and watched the poverty of her on people did she did anything in the last past years that she is in power,0
66974,love it,0
55325,funny how the we need more gun control fanatics think they want shooting war where are they going to go to get their free obama guns,0
62392,somebody gotta blow from here that be on that new wave for niggas to listen too,0
74224,th yet still do not want to join antifa,0
78007,you are here,0
73494,woman who assisted in the rape of child should never see freedom period,0
69417,trudeau and liberals are incompetent to handle it,1
17787,real goal to make everyone in wisconsin as dumb as he is,1
90456,yep says the same thing about everyone she hates amp warned the antifa twins not to do that,0
32325,they still making bread,0
50253,my better now prescott booty meat smh,0
39157,oh wait read that wrong hfjdhd so they don know infinity war huh,0
64899,it started when those with money realized their future dreams for business could now come true by seeing your ass was on the short list,0
29281,hey nut job we re not democracy you actually awake in high school,0
38529,well do some research and dairy and gluten allergies are major problems with mental health from anxiety and depression to bi polar and schizophrenia its tough diet but if you are sick of feeling like you are its way worth it,0
76567,my world of warcraft character is named limn,0
81442,ruin everything,0
43257,haley thanx you know how to brighten up my shitty day,0
95856,the ironic thing is you are more closely aligned with the far right they are even agreeing with you look down the thread some asshole just posted thing about iq in your defense fuck off with that shit,1
85228,said florence is big and wet fear she is about to get grabbed by the president,0
63615,no way does john lewis have to apologize to anyone he is hero,0
48596,may be the cameramen is trump supporter have you checked if he is standing on rock or so lmao,0
47577,please add me thank you,0
24154,bro they were laughing into her face and almost pissing their pants and was standing beside it like wtf mind ur own business,1
92812,the you and your liberals wow you do not even try do you,0
19428,times out of have the dog on my lap and if get to rowdy he gets scared that am hurt then he trys to kiss me also he is ham so when the camera comes out he is like pictures let me be in them he photo bombs whenever possible,0
51231,smack the shit outta her,1
47129,can we remove eric holder,0
11599,rubberstamp calls for conservatives who have left her sycophant party coup to keep the house laughable we do not want nancy pelosi as speaker regurgitates via,0
22943,tried to comment on his journalistic smear he made but for some reason he has blocked yr old christian gmother who tweets occasionally when she sees the injustice of liberals amp their to take every chance to attack an opposite opinion,0
48645,it crossed my mind that sheriff israel may have ordered them to stand down the democrats will use any tragedy to be in the public eye to promote gun control it shame that these things even came to mind but have seen too much from the left to be surprised at anything,1
59296,how is the gun control working in chicago,0
80930,heard ur cock was big and lonely,1
76406,ohh the liberals are fighting,0
87895,they re becoming more and more like antifa everyday,0
83744,suggest that get real life,0
64722,she is really tall lol,0
74440,love how the anti gun control folks are simultaneously you can not blame the guns when people die but also you can not blame the cops when guns just go off,0
16360,do not be so humble you and your liberals here on twitter do nothing but divide americans you deserve the credit,0
84591,universal background checks and an assault weapons ban would absolutely change things for swedish style gun control did you know the swedes are big hunters but berniecrats only want swedish style healthcare,0
27379,are you bipolar you keep saying different shit to people commenting on what said,1
43820,fascist left are everywhere we must crush them boycotts work folks,1
51413,jesus trump am republican vote republican never touched cigarette or drug and percent proud of all of that,0
89945,was too busy kneeling to watch,0
55498,tucker carlson is not an idiot he knows exactly what he is doing that makes him malicious,0
71921,smart lady too smart for the liberals,0
37860,what book about president trump got to do with an antifa pamphlet,0
38149,anderson lies and you report it as fact you do get except for blm amp antifa you have no real viewers,0
49114,not even bron fan but he is overall the best player in the league,0
31111,look at the state of that bet she spends the weekends at antifa protests,0
23331,exactly why ca district should kick ol moneybags mccarthy out vote for responsible gun control vote against nra vote for the safety of californians,0
70596,is from illinois has the strictest gun control and is gang and drug killing field,1
36646,in other words it not constipated in other words has diarrhea,1
32844,follow wwgonewgall,0
99147,you are so freaking valid,0
10495,new bill aims to send masked antifa activists to jail for years,0
75715,sadly you are not wrong,0
26198,just wanna make sure you see how we re basking in the booty,0
34902,mccaskill campaign hit with report on husband federal subsidy windfall,0
79598,shows me that are absolutely void of constructive ideas for the myriad problems the uk faces and begging and moderates is not the answer thatcher was right the parrot is dead,1
79970,probably say fuck it an do just that,1
11260,wow the guy who played the guy pitching doggy product on modern family thinks he is the conscience of the nation also can get hamilton tickets,0
88691,raise you with the lion if the senate he actually killed someone yet liberals continued to send him to back to congress for years blather on,0
26792,why you ruin shit lol,1
59603,your looking more like plant,1
86997,greatest potus ever,0
66340,kamala said justice should be blind by the way she is absolutely right on that point yet you something untrustworthy you can feel it lmao,0
95463,niggaaahhhh,0
48266,from man fast and furious was held in contempt,1
20156,and what about accuser or accusers or do you only believe those that accuse conservatives just another elitist hollywood,0
17564,told myself this but no matter how much try life keeps biting me in the ass,1
95934,in easy and brat you are nothing its legit nothing,0
25543,you are delusional if you think he is the reason either game was lost in the past two seasons lmao,1
81978,your segment with judicial watch tom fitton was awesome thank you for asking the questions highlighting all the great work he is doing for this country,0
30007,ugh meant wigs shit,1
40952,detailed for mayoral selection,0
26180,fat ass liar strikes again,1
89980,he is totally bluffing,1
47178,am stunned that you are giving this guy airtime stunned,0
77212,im ready for this yaaas,0
13566,democrat can not even compete,1
70822,she is an monster,1
75983,keep,0
47751,you prob not gonna answer but worth shot can all fix the glare,0
86876,have some work to do with my oldest daughter stood in line with her amp voted in she is still very very bitter amp it ll be tough to get her back this year,0
51746,so alyssa you saying he guilty what ever happened to innocent before guilty and if he is innocent would you at least tweet an apology shut up and answer the tweet,1
18518,she is one of satan daughters,1
16745,hahahah man please pass along whatever you are smoking,0
24288,this information is out there and should be fully investigated and considered before he gets life time high court appointment conservatives refused to even give obama person hearing so please stop acting like they play above board while everyone else goes low,1
44910,you are boring individual its seems good too me,1
71756,actually my ancestors were here long before anyone got here even your french ass native americans were here first so get your facts straight so if you wanna throw punches make sure you know who and where you are throwing them first,1
97102,would think that if the pope was really man of god he would have taken care of this problem in the catholic church instead of trying to cover it up,0
31315,gutierries what did he do to help pr what is he doing now besides hoping for high body count to blame on trump,1
59920,most stupid tweet yet and yes its libtard,1
86132,rendell probably little for,0
59873,free speech systems llc aka infowars is linked to foreign intel agency or other non domestic entity,0
79718,conservatives cut police funding person complains about crime person votes conservative to tackle crime,1
53657,it shame seeing such an advanced case of tds combined with terminal liberalism ll pray for you might wanna reflect on nazi propaganda vs modern liberal racists everywhere tactics also compare antifa vs nazi brown shirts who righteous who filled with hate,0
68259,thanks so much this was an excellent thread definitely going to be taking look through upcoming class offerings and hopefully able to take in the siwc presentation you are doing,0
20951,go for it,0
80869,he probably had sex twice for boruto and the other sister that no one cares about,1
11327,eric holder is an arms dealer and should be in jail how did this ass slip by,1
47806,and bale is shit,1
30612,what funding it,0
97780,another trump swamp lier,1
72937,antifa should be declared domestic terrorist organization,0
45761,he orchestrated provoked it so that he could cry that he was the victim of yet another conspiracy he such desperate weirdo,1
71329,she is,0
24726,get back on your peanut farm old man,1
37668,they just dont learn look at biden he dbld down on hrc winning strategy,0
93489,lol why would conservatives want to hide that it contradicts everything ford has claimed,0
76897,you are so funny lol rolling about the floor laughing uncontrollably,0
68459,your fucking bf nigga,1
40962,she is threatening american citizens she will kill women arrest her,1
19091,this ch behar needs to shut that big ugly hole on her face and think about the fact she not giving kavanaugh or his family the benefit of their rights as citizens in her fat head they re guilty bc they re conservatives behar needs muzzle around decent people hrc clone,1
59793,that not what he is saying situations are similar,0
60463,thank you president trump you are,0
41366,mueller can go fornicate himself he is as crooked as the day is long,1
31839,is this romper room,0
57181,know this ford is an avowed radical leftist with ties to soros and antifa right plum crazy,0
11271,people leaving racist comments on my posts will be instantly blocked there are low follow accounts posting this crap and think they are trying to make look bad if you are racist in any way feel free to block me because think you re an ignorant pos,1
25946,why does he always have to do this,0
43900,who oboma,0
53662,why is antifa upset prof blas ford antifa is the group that harrasses amp threatens people at their homes,1
18220,primary argument against is that he is too constitutional the democrats started civil war during clinton they heightened their propaganda during obama they are scared animals backed into corner antifa blm amp ms are their sturmabteilung,1
16922,both qanon and antifa will be listed as diseases,1
68140,the swamp in dc amp ny is all about self enrichment must take our country back,0
61070,bullcrap,0
38765,do not even presume to know what liberals feel or think am liberal am personally opposed to abortion in any but life and death circumstances but am also personally opposed to imposing my personal feelings about abortion on anyone else so do us all favor and stfu,1
82925,love you bitchhh aint never gonna stop loving you bitchhhhhh,1
43631,because im broke ass bitxh and lol eveb better she runs in her sleep so like while she lying down she just runs like feet going usain bolt xd and get kicked lot,1
49894,as usual doesn have clue the kids must make this shit up when he takes crap since they are of the same consistency,1
30203,sorry not antifa it the far right you know people probaly just like you who are so desperate to control women,0
83902,it mind boggling to me that some people swear that trudeau amp co are marxists and not just your standard liberals canada is well acquainted with,0
11189,some reading for time to wake up folks,0
75855,does anyone remember when just made music,0
23299,the truth of it is that unless she has evidence than it only allegations if there is no proof than it is only what she says against what he says she does not get marks for truthfulness just because she is woman because women can lie just as quickly as man can,0
39795,omg yeah the thing is that there can be large range of price for the same item once bought bag for rm but also saw another shop selling it for rm like wow,0
91592,it sad and scary that the french so called justice system is ordering le pen to undergo psych eval because she dared to reveal the horrors of daesh isis the true crazies are radical muslims and liberals who protect them,0
58056,opportunist to the max an evil lier also,1
84152,also didn he just flat out stop showing up to set for the freddie mercury biopic that shit should kill his career and here he is getting another gig,0
58986,they help him all along and now that he is better and ok and sober they cut him,0
80951,she comes with cage and with at least two months worth of food left and two food bowls together is extra cage was expensive she doesn have to be groomed yet due to the fact that she is still puppy she comes with the bigger cage dm for more information,0
59982,president trump flying into las vegas to host maga rally,0
17387,not an asshole libtard,1
33619,how about because he is useless,0
47322,relatable,0
78811,he is the poster child for the gop,0
39791,honestly some tales are just incredible to me surprised didn think about them myself,0
47681,because he is right the governor of puerto rico is fraud,1
47014,nurse is valuable in his own end have you watched him play he rarely gets the puck out in first attempt also not all that spectacular defensively not worth what he is holding out for,1
40911,arms were are to be regulated by law those regulations aimed at near universal armament training with contemporary military grade design arms personally owned possessed amp kept in the home by the people that is constitutional gun control,0
50970,good grief texas do not vote for this guy,0
11766,as long as the democrats tout gun control as crime reduction tactic they ll lose,0
33810,nope not going to miss his sorry ass at all,1
65866,she is classist note the rolls royce refernce,0
93276,lil fun fact here skip who has higher winning percentage in super bowls that right check mate buddy,0
70621,no the person also needs to change because she is remainer why she was put in charge of brexit negotiations have no clue,0
65558,pre existing clause is still there that the one good thing about aca the only ones hear talking about taking it away is the liberals it scare tactic imo,0
49652,you are so funny,0
62776,never trusted his ass,0
15053,because you are alone dang mama chu isn taking any prisoners,0
32644,yea that crazy ass story like how do you go into the wrong apartment there numbers on doors and wouldn you notice as soon as you walk in and it ain your shit,1
58307,hey woodward you are silly old fart and do not know what is going on in the white house you are the one who has reached mental stage yourself of alzheimers,1
24804,she is one of my favourites brilliant her short stories wonderful too,0
74926,you are your daddy first mistake,0
20680,he had to talk about how great he was because nobody else was,0
98867,thinks he is funny man but think is the key word because he isn that funny,0
91292,robyn was gonna make vegan scones but ran out of fucking time blame my biochem lab,1
97112,mark my words,0
11437,also the left calls anyone it doesn like fascist gt calls everyone on the left antifa,0
31027,well if trumpster said it then it must be true he also have himself on handling cuba hurricane sad piece of something he is,1
10846,hogg,0
56134,it sucks hy,1
91101,so she is protesting blasphemy by tearing religious book of religion that does not have concept of blasphemy,0
90463,love the mental attitude you have on these things and how straight up you are about stuff,0
85837,it is really big top new hair not just wig some new technology that will soon be blas even if underneath it all she is so gloriously bald,0
71573,abso fucking lutely that shit was here already,1
33288,ve been trying to find out the name of these for ages went to hindu birthday and we were given these little dough pastry treats ate plateful looked up puris after your post said small and found them asma you are my saviour now to find place that sells them,0
89187,no mean parasite in the sense of private companies being an unnecessary and universally unwanted bauble imposed on an essential public service by people who put profits before public opinion and democracy,1
48175,is it credible to believe he is worse than either gordon on the browns in or brandin cooks,1
66159,bono is an asshole,0
10421,all see are lemmings,0
96317,one wants that kind of imagery in their head,0
58389,sorry but she is an idio,1
34522,the dregs of society are isis antifa blm planned parenthood illllegal aliens pedofiles and liberals this is who the democrats support once again accusing others of what you biden are guilty of,1
60780,he basically said am changing the second character because refuse to be associated or share the same last name as the rest of you,0
97484,gritting her teeth the blonde then broke her shield and feeling pumped the blonde charged after him give me all you got she then tossed some of her darts aiming for his legs and would cause only minor pain show me how tough you are,0
52087,not all of us conservatives are that gullible manny has some good points now and then but when he starts spewing us propaganda it sickens me he asked for the term and gave one he ll have no rebuttal you watch,0
50419,just listening to juan williams on the five drives me crazy he is such an ignorant man where does this man get his facts thank god for jesse waters and you ladies,1
95547,now that the pot calling the kettle black liberals are nothing but bullies antifa bullies trump haters bullies,1
92027,where is the fascist version of antifa,1
96667,omg you look so beautiful you are killing it,0
49916,lake show fuck corey harris,0
85874,amazing grace how sweet the sound as he is moving you from mountain to mountains our almighty god is full of blessings indeed emmanuel,0
23648,she is from il and say she knows predators anyone else coming to mind buehler that called transference and is typical and expected,0
84458,mean he right he took predominately black genre and became one of the greatest in that aspect yes yes he is,0
41745,pm rd round gun control whining and sen blumenthal hands still shaking like leaf as he tells the judge get into the real world this from millionaire who has no idea about the real world,1
55081,awh shit,1
35442,disgraceful,0
87262,and the so called liberals are anarchists protocols of the wise men of zion behold pale horse by william cooper,0
88396,don forget about the homeless in your district congressmen,0
23476,they are conservatives,0
22824,nove for,0
64977,when liberals and trump haters leak bits of classified intel it patriotic and the right things to do when presidnet trump orders that entire documents be declassified to the country its dangerous and potentially harmful right you hypocrites are pathetic,0
89377,lol she is such troll im so glad she went away and all trump supporters told her to gtfo thank god we got real superstar in who is going to actually fight for everyone no matter who they choose to vote for is not she awesome please join us we rly need ur help,1
55563,he is blast to watch,0
43978,this is why we need gun control,1
82217,prove your claim or be exposed as the lying piece of shit you are meanwhile,1
25216,issss nigga fall asleep on soft after this,0
63699,do it with quran and then we will see how much atheist and brave she is hindus figured it out that this type of attention grabbing big boss wanna be people are not worth it go live in your minutes prime time covered life lord krishna and his followers do not care,1
36003,why the hell would you want gun control if you think trump tyrant,0
51395,pssst bono ass,0
73521,their cars are great but china demand has just reduced lot when they expected it to increase there your answer right there maga,0
44535,confirm kavanaugh now,0
26995,give the kid break he is trying to bring about change we desperately need something to change our violent society,0
59415,do not disrespect sharpie like that bro it was definitely some off brand shit from the back of dollar tree,1
49323,did he get on his knees spends lot of time getting down high priced bj giver,0
44289,if it real those antifa are asking for broken bone or black eye,0
84988,guess who via,0
17781,excellent timing,0
22001,bro your twinsie resemblance to my brother in uncanny he is years old now maybe you are long lost bros which would make us bros lol,0
56010,got to be about the dumbest thing ever,1
29316,ve never once heard you be thankful all you do is shit on canada on the police on our history on conservatives,1
23196,that not hair those were polyester fibers because yoda is or was puppet,0
86772,great tweet please retweet,0
61026,undertaker taking maga bit to seriously smh,0
62318,trump maga hee haw,0
69675,sounds like you re talking about these people,0
93983,just imagine if dr ford was member of minority antifa would be firebombing the judge residence,1
37000,found some please fb,0
51351,two people ran for president one bought and paid for her nomination the american people decided to elect president trump you and should be embarrassed by the democrats and liberals and left then president trump have to question your morals and judgment,0
22354,she is dillusional,1
31185,it more what she does than who she is,1
76403,goodell is one of the worst things that has ever been unleashed on pro sports useless,1
77007,jesus will save us we just have to ask pray often included in my prayers are for god to also save amp the usa think we need more people praying living on praaaaaaaaayeer,0
68404,it your opinion but mine is he is the best in the country,0
41881,master of none was so fucking good,1
86795,the maga,0
85114,or was it that the local government was taken for themselves imagine that government more worried about their own pockets rather than their peoples,0
92563,funded unprecedented protection for sen breitbart via,0
55592,give norm his own show he funny,0
91073,alina ae hah makes me think of my friend catherine back at home lt mighty hunter that she is,0
19533,mean if she is planning on starting tour in february like she said then they will most likely go on sale end of september beginning of october or somewhere around there,0
11197,just proves she plant motivation is crystal clear definite bias your definition of far right is interesting since it been proven time and again liberals play the smear campaign each time accusers then disappear,0
49638,how did the press get the letter,0
18562,little ass boy,1
97317,think you are part of the russia conspiracy plenty of evidence will soon be found and you will be locked up,0
64213,being on food stamps liking boys girls or liking both not knowing who you are your body size not knowing something scared to ask for help not dating someone what you wear,0
96455,why waste time on her she is irrelevant,0
67634,currently,0
18710,should name all the reasons,0
12554,shows that liberals are very decent people,0
77081,it should be admired that it is again the women of this country who have to fight on the frontline of discrimination we should support them all,0
72471,truthfeed news just in fbi deals yet another devastating blow to democrats on kavanaugh accuser,1
60779,that was awesome love hearing you destroy the liberals but most of all trudeau,1
83174,house price increase has nothing to do with immigration the lack of affordable housing is mainly down to this government not building any and the inflated prices are down to the banks and their lending practices,0
42634,and the factory coming back do movie on that sum worth do cause just sling shit shows no intelligence,1
79021,our republic was in crisis we the people elected the only man who could give us chance to save it from the likes of socialist democrats antifa mob rule and your resistance tread carefully with your words as you are now dangerously close to seditious conspiracy,0
85039,he is so funny,0
80705,deranged and demented what perfect match for the democratic party,1
93689,amenadiel were my favorite the massive triangle shape the actor being hot the big connection spots kisses my fingertips,1
60054,liberals are full of hate yet they talk like their morality is above anyone who thinks differently funny how their words and actions never match up to what they pretend to preach imposters of any human decency emotionally and politically bankrupt,1
62224,divided self or my name is legion demon possession overall is marked by loss of freedom the gadarenes are us,1
95720,found out the name but forgot,1
58290,thank god it was not mosque,0
27133,what happen to the predicted fall of society after ssm only the religious conservatives right are the ones running muck in government,1
87779,and the liberals will supply them with these modern fighters,0
27718,and you are sure she is lying,0
28337,but he is still our best option,0
14274,you are literally very skinny stop playin with me,0
54495,yes if you get it for me,0
93762,bernie you have been in congress how long now that you are getting closer to your death bed since you are old as dirt why concern now how many bills did you try to write or endorse before you decided to run for potus do tell,1
58303,nigga hit em wit the well lowkie,1
68739,there she is,0
56067,so dam sexy,0
90186,his frustration began to subside as he felt her hand upon his the tone within her voice was some what soothing to him it been sometime having someone be there when in need the most and that in itself is why no one is more important to me then you she is the center piece,0
82363,really wonder just how badly they re going to take it when they see the results on november th given the way things seem to be looking pretty badly bet you ll have accusations of kajillions of zombified illegal aliens voting protected by antifa supersoldiers,0
26169,the antifa crowd what quack,1
27700,thank you for saving the dogs why are people assholes,1
91508,also see you are appalled at doxing of ford address are you appalled at doxing of ice agents by antifa and advocating for their and their families physical assault,0
21381,been supporting ur game for years as know its about time giys was free and able to communicate like you are doing lt hopefully only up from here brother,0
19183,crazy how funny jim used to be now it funny how crazy he has become,1
71033,will you answer my question from yesterday about whether our country could keep its law enforcement officers safer if gun control laws were not subject to the limitations of the nd amendment,0
12468,we re so so pleased to hear that you are very welcome,0
44239,what was child doing at party drinking alcohol,0
88687,omg she is,0
46757,keep up the good work while the liberals waste time crying and pointing the country moves closer to greatness again maga,1
25678,looks like the jokes on liberals again,0
66145,thanks for proving democrats can let their people think proving again liberals are all talk just like senator feinstein pelosi they always go to no facts just destroy just like the politicians of puerto rico have destroyed and rob the state of all of its financial resources,0
71319,it would destroy her life the entire right wing juggernaut would run her down every ex boyfriend interviewed etc she is the innocent party he the one trying to grab lifetime power position,0
64005,coast guard put out tweet they pulled that dude off the response team and are dealing with it he wanted to famous now he is,0
77848,you are the best president ever,0
38951,this comment only shows that having refused to engage with facts you do the fascist antifa approach which is to use personal attack to try to bully your way into some mythical win research projection and stop doing it look stupid now,1
11530,believe you are who you say you are,0
35718,this is not lisa she is in the front row and skinnier,0
67645,gun control has no correlation to homicide rates london guns are illegal has higher murder rate than new york guns are legal read this,0
33383,proven record of failure so why not,0
88044,true to curtin,0
39453,this is how we get tamir rice let assume all children are armed and use maximum force because of mere suspicion better idea would be common sense gun control and not assuming an year old can win knife or fist fight with trained cop,0
44883,waiting for the snow flake conservatives to become transparent in the scotus process,0
96120,he did not break shit all he did was make himself look more foolish than normal,0
92042,using free speech to be idiots and such but just like other rallies counter protesters showed up armed and willing to engage with kkk who also came armed again wrongs dont make right and groups like antifa stated they want shutdown free speech anyway possible,0
87192,phil is right socialists are the new fascists like antifa thanks to soros,0
95960,concert goers shot dead in jacksonville with caliber smith amp wesson the nra calls gun control research unethical,0
50225,chicago has the strongest gun laws in the nation but the highest homicide rate that gun control really works,0
72010,gop voters better wake the hell up poll finds voters are not worried about midterms that bad via,1
26488,you can accuse someone of something like this amp expect to not have to come forward amp testify about it we re we just suppose to believe it amp crucify him am sure liberals think so,1
42884,done with you as well an intentional th hour attack completely based on hearsay and you want an investigation what do you think they ll find other than he said she said feinstein admitted she sat on this and here you are ready to lockstep with the swamp,0
92630,now you are making fun of me,0
53327,have great sons amp great brothers who do not go around like liberal antifa with their kkk hoods beating up strangers they know nothing about will go with the year of the brave people who would never belong to the most violent party of democrats,0
16082,please explain why anti any gun control desantis would somehow hold people accountable,0
61704,lol okay cuz this shit gotta be discreet,1
92483,hope gutierrez doesn think this will help his blue wave in the november midterms for the democrats by the way did gutierrez take time out last month to honor roberto clemente on his birthday remember him gutierrez,0
72886,can believe how close you got am thankful you are ok,0
61039,your pappy is big fat fool the democrats doesn have to make him look bad he makes himself look just what he is an ignorant th level fool,1
60393,his mouth goes to one side all smirky and shit and don like it,1
14289,yes liberals vs progressives this should be really dumb banter go,1
88788,bad ass bitch,1
69466,mann ain that smoove booty like you gee,1
46601,die bitch,1
48427,he is show boat with nothing to show for it,0
48900,not surprised we need more fiscal conservatives not less to solve illinois financial mess,0
49239,we as conservatives must join the fight against transphobia national review,0
94383,how blindly ignorant you are shameful people with the deep thinking you lack can vote,1
34028,we the people,0
