,text,target
2394,funny how you say anyone who disagrees with you are wrong so guess everyone on the left is wrong since always right even facts do sometimes go against what saying,0
2395,anyone concerned with mass gun killings should reject gun control outright as unconstitutional especially since during the first years of the twentieth century alone governments killed some million people facilitated by gun control,1
2396,carlson showed us exactly who he is slimeball fox representative fox watchers who love his views ate it up normal intelligent people were disgusted by his tactics loved that avenatti laughed in his face,0
2397,even pedophiles in interviews will tell you the only way to stop them is to kill them pedophiles even admit to when out of prison they will offend again and that what keeps them alive in prison the hope of another opportunity to molest an innocent child they are sick cks,1
2398,so we should believe this from years ago when the man went to an all boys school this was way to try and stop the confirmation and blew up in face she is corrupt pos,1
2399,all of this shows just how scared liberals are of the new that is going to be guided by the constitution amp bill of rights they honestly believed they had made them powerless in today courts trump is maga amp deplorables are helping,1
2400,oh dear conservatives will implode over this,0
2401,hey pauly when the rest of the countries catch up with usa environmental policies let us know,0
2402,nasty bitch,1
2403,say they are the same of better off maga,0
2404,if brookee baldwin and erin burnett start showing cleavage to their boobies cnn just might,1
2405,yeah keep mocking her right into yes vote,1
2406,hoping it joke antifa are morons and have no clue how many people carry backup guns their disarmthem stunt will make them lethal threat in most states do the math on what will happen silly antifagoons,1
2407,typical when it backfires it nothing to see here move along trump supporters these days are doing the same thing all this shit trump is getting called out on it nothing to see here move along lol,1
2408,guess all of those old white guys do kinda look alike,1
2409,fukushima daiichi was not hurricane you are comparing apples amp orangutans,0
2410,do not mind her going to sleepover as long she is safe and protected,0
2411,yet they have not how do you know they are actually antifa members and not far right pretending to be violent antifa to make people like you think they are so dangerous hmm,0
2412,the liberal msm are the stalkers along with antifa voteredtosaveamerica,0
2413,cause she is not democrat,0
2414,and thank god he did win there is more money in american workers pocket more jobs available tax breaks for the middle class we are in an industrial boom where live new neighborhoods and schools being built just to handle the people coming in to fill these jobs,0
2415,bs made up by lying liberal cheap filthy whore whose lies help to undermine real women who are sexually assaulted but with trashy liberals who cares right as long as the end can justify the means trashy libs tried same thing with judge thomas democrats are sick,1
2416,and they have some of the strictest gun control laws in the country as the saying goes if you ban guns only criminals will have them seems to be proving here go get them chicago,1
2417,you re my lil baby and so proud of you for working as hard as you do thank you for still being there for me like you are you re the sweetest don ever change,0
2418,david stop it with your logical connections true journalists like you are not in vogue,1
2419,this is the only acceptable way to end sex,1
2420,bitch if don message him,1
2421,whenever see get out there and vote it makes me think liberals are trying to rally their voters because historically have much lower turnout numbers than ers then see it is about asians and think to myself hell they just might vote republican,0
2422,am not crying you are,0
2423,after they guna spell it like frida,0
2424,congrats love you are proof that with enough courage and determination you can literally overcome anything thank you for being beacon of hope to everyone,0
2425,think you have nailed it she does not want to be under oath maga,0
2426,aww she is so beautiful as always,0
2427,they on their bullshit,1
2428,he is so stupid,1
2429,trump and rudy talk not finding collusion in all stories that have nothing to do with collusion they know it has been found lol,0
2430,you are basically exploiting people with fear of spiders and you know there are lot of em so you that why you stole that pic to scare people who are arachnophobia,0
2431,you are still on that trump train to nowhere,1
2432,andrew what is your position on gun control in canada,0
2433,so many issues facing australian voters but the single obsession of australian conservatives is bullying transgender children,1
2434,trump publicly lusted for his daughter and gop still elected him let stop pretending that morality or decency means jack shit to conservatives,1
2435,law enforcement gets to carry around semi automatic guns and make judgment calls about who lives and who dies based solely on race and appearance gun control arguments never ever take into account police brutality,0
2436,she is talking about herself dude ignored,1
2437,crazy people do not care what they use suppose you leftist who says to bad it was not gun sounds like you re disappointed he did not that way you can scream gun control,1
2438,who the loser bitch lol you fuck you maga,1
2439,lmao what joke he is,0
2440,teachers and students blasted in wisconsin with gauge winchester pump action shotgun the nra blames gun control laws,0
2441,glad no one watches her,0
2442,maga baby,0
2443,is that all you ve got ndp and liberals will grasp at anything to get attention sure am enjoying watching the meltdown,0
2444,you never expect nikki haley in your mentions but then there she is,0
2445,misplaced anger does not make the lies about taking knee true sorry for her loss but she is wrong wrong wrong,0
2446,resists newest tactic against conservatives they have decided to trend disarmthem and advocates attempting to take weapon from people open carrying open carry hopefully has retention on their holster this is likely to result in being fired upon by nd party,1
2447,he had to fuck up you can only give guy so many chances no matter how talented he is,0
2448,says the little commie thot bet that is more than your hourly rate,1
2449,he going to end up having massive heart attack and never find out how the election went,0
2450,you are seriously so despicable how can you even look you kids in the eye,1
2451,barf over the squishy self righteous source that the whole deal with tbc they re young and dumb history major conservatives who ve swallowed the sj bs and like to hand wave ll assume without further evidence prager is lame,1
2452,more think about this one it feels like story trap people go nuts and complain talk about gun control which cruz could then use to fire up his base claiming that they want to take away rights all because of couple of shells,0
2453,it will be hard to believe any female accusers ever again especially liberals who lie for personal and political gain,1
2454,me bro,0
2455,be still and know you are being prayed for,0
2456,could you clarify what specific lies or fake news you believe that she is propagating and your sources to verify her information was false,0
2457,the liberals opposing liberalism,0
2458,hahahaha another maga making attorneys get attorneys guess he does not believe his own innocence postponethevote,0
2459,don,0
2460,big if true,0
2461,whenever you conservatives whine kavanaugh is being appointed fast enough all think of is garland never getting hearing for year so just shhh hypocrites,0
2462,can you share my twtich trying to make that shit work out,1
2463,awesome tweet you bring out the best in people and you are appreciated thanks for yesterday many live updates and live coverage and that was just one news story,0
2464,thank you for seeing the light stopkanavaugh please vote no he is not ok help save our democracy,0
2465,the comments that we should pity her because she is obviously not mentally well piss me off to no extent if poc did this they would not be concerned about their mental well being,0
2466,but you are much prettier,0
2467,ha compared to whom kerry obama clinton booker harris really,0
2468,sooo happy you are gator,0
2469,brilliant idea if only conservatives ran netflix,0
2470,are you guys gonna play she is beautiful tonight,0
2471,we love you kayla and we re glad you re okay,0
2472,libertarians and conservatives working together to achieve authoritarianism shock the name ppc similar to prc sure was good choice for them,0
2473,chris burns you are fascist nothing more than that,1
2474,yeahh tbh most that do are weirdos and think about sex in very weird way,1
2475,conservatives suddenly realize juvenile offenders deserve leniency the president regularly refers to teenage gang members as animals and has in the past called for imposing the death penalty on alleged teen rapists,1
2476,the fact that we believe that these are the only two conservatives with shred of decency is deeply disturbing even more disturbing is that don believe either of them do either still doesn hurt to try,0
2477,sorry you re socialist contributed to ted cruz sick of liberals,1
2478,had you radical liberals supported president bush plan to allow young people to invest and only of the social security into the private marketplace we may be solvent by now,0
2479,he is lol,1
2480,please draw stupid sexy nezha and nidus over the shoulder or something,1
2481,he needed his brains on the sidewalk,0
2482,no she is liar,1
2483,would temporarily change parties if the republican party would primary agent orange with real republican conservative that would maga at least great start,0
2484,fu emmys hosts for insinuating my vote was wrong or illogical voted for trump cuz tired of the typical political nonsense theswamp just cuz you do not agree with my vote does not mean that it does not count political colinjost michaelche maga,0
2485,join me in boycottemmys maga,0
2486,sure because they are being exposed for their filth amp constant coverups of abuse why do vow of celibacy amp purity maybe its just giant sleaze fest at the vatican amp elsewhere just join the priesthood if your pedo so you can have permission to abuse truthjustice,0
2487,what shitty wipers you have,1
2488,agree transparency releasethedocuments maga,0
2489,love to see an alan moore takedown of evs only issue is am certain alan moore doesn know who he is,0
2490,jiyoonfact she is the father of the group,0
2491,he is real ones know kuniva he rip anyone apart right now studio or street,0
2492,the liberals have used and abused the african american and any other group that comes in contact with them this just an extension of their corrupt and ruthless ways of trying to get power the metoo so called movement has been reduced to tool,0
2493,war on conservatives never stops,0
2494,but the wicked like the troubled sea when it cannot rest whose waters cast up mire and dirt no peace saith my god to the wicked isaiah,0
2495,million defenseless people were rounded up and exterminated in the th century because of gun control,0
2496,holy fuck,1
2497,right now the supreme court is divided liberals conservatives which means important rulings are coming up and they need kavanaugh vote and it trumps ticket to freedom and it the gop ticket to further their agenda,0
2498,agree she is the rock star for the ages proof old and love pink her so what video is hilarious and brimming with strong woman attitude and she can actually sing as opposed to most of the wannabes out there now the best,0
2499,being the good christian that he is he asked god to spare his properties virginia beach was only slightly impacted you know the club prayer god spare me and mine to hell with everybody else,1
2500,yeah fakenews maga trump walkaway,0
2501,omg bobbybrown sister leolahbrown is not having it with bet bobby roe story she is calling out his ex wife for fabrication and lies celebnmusic celebritynews breakingnews news thebobbybrownstory,0
2502,antifa members have to be their clients,0
2503,he talking as though pres trump if failing at every turn actuality is totally opposite get grip you fool,1
2504,schools should be beautiful places where safety is not threatened and it shouldn have to be built like vault simply because we chose to not consider gun control,0
2505,qanon maga drop,0
2506,disco pose with white dude overbite look classic dance move,1
2507,like great drum in mother chest the anthem of peaceful army guessing anthem is the song josh wrote for his mother he said in interviews that she is where his philosophy comes from,0
2508,interesting cause you leftists not only threaten us but regulary shoot stab us wonder if maybe mr swalwell is not all in on the violence toward conservatives he certainly always seems to ignore suppor it antifa for instance,1
2509,that and racist imagine if it was black woman that accused him of the same should probably keep that to myself because can see some dems seeing this somehow and thinking how can we make this even worse on kavenaugh got it,0
2510,she is going to support trump raise to replace it coming anyway she is angry because her oral tapdance substantive betrayal shtick no longer is working,0
2511,assuming he will be able to pay in fees out of salary next year think that woul be negative unless the koch bros pay it for him he is bought and sold by them,0
2512,its not like your not sharing the water un fucking real,1
2513,happy birthday mrs aggers hope you are having great day,0
2514,she is so alert babies are not always so aware,0
2515,get ya booty to texas,0
2516,peter look at your liberal self making no sense it is just little suspicious that everyone making last minute claims against kavanaugh are trump hating liberals and of course they have zero proof of anything just like their collusion obsession,1
2517,he is vile,0
2518,varda is my fav valar she is badass bet melkor agrees with me also xd,0
2519,you are out of order today fam lmfao,0
2520,tuesdaythoughts why do democrats and liberals feel so compelled to stop conservative judge like kavanah to the supreme court democrats favor upholding any and every immoral law in this country who would prefer evil instead of doing what is good,0
2521,botox treatments,0
2522,god don know how your didn punch carole at the reunion she is smug asshole know you are dealing with lot hope you are well,1
2523,holy shit which sears,1
2524,yeah you can just wing cooking there all kinds of measurements you need to follow otherwise it ll end up tasting like garbage,1
2525,liberals will melt,1
2526,attention north carolina twitter user is publicizing an antifa target list with the names of high profile and everyday trump supporters twitter has been informed they have not suspended this account check out his lists,0
2527,if we lose tomorrow we fucked tomorrow is our season lol too tough schedule to drop one like this,1
2528,but you are gamestop,0
2529,everyone who is against this is called nazi by antifa scum and politicians,1
2530,please stop calling the losers elite,1
2531,don usually do twitter conversations but my point was dana may be kind of woman who doesn want to help other woman wants to be the prima donna amp so doesn care about developing next gen girls she is against gun control amp isn bothered by school shootings must not like kids,1
2532,not gonna have much choice when people keep waking up and start voting against you what exactly is an antifa meeting can you describe what and antifa is,0
2533,this is not me disagreeing this is me basically saying that hope you re right but if you are will spontaneously combust,0
2534,you know what will make this professor even woker if he gun control nut,1
2535,this has gone on for too long imo trump wants him to meet with them and he had been trying to help trump reach peace deal until this blows over and he is able to tell the world that they was lying to everyone in order to trick certain people until they could take them down,0
2536,hey you never walk alone you got the best of me im the one should love in this world take my hand now you are the cause of my euphoria im learning how to love myself and the list just keeps growing,0
2537,hmm thoughts maga,0
2538,livedexperiencedisevidence of course not sure you are implying am dismissing such and that of my own,0
2539,listen here lady my tweet was about the fact that sick of hearing about trump every time listen to news idk where the fuck you get off trying to spin it in to some sort of racial situation you are part of the problem stop turning shit in to something it not,1
2540,right on shaft he is shafticus,0
2541,you are in the spirit bless you,0
2542,this is actually bad argument considering that conservatives stood by clarence thomas too,0
2543,hey taravat are you interested to meet with an immigration lawyer please let me know he will help you out to get your citizenship to get your canadien citizenshop he is one of the best of the best lawyer ever,0
2544,ny faso nra scores nra candidate positions on gun rights nra political victory fund lifetime score nra political victory fund positions on gun rights new yorkers against gun violence gun control score,0
2545,this is why conservatives and law abiding citizens do not come to the table about gun control it not about lunatics like this guy that should no longer own weapons its about removing all guns slowly but surely from everyone regardless of who they are,1
2546,boris johnson does not care about family forced abortion of his child by mistress daughter says he is selfish bastard betrayed and divorced women today,1
2547,wtf aren they treating antifa as terrorism,1
2548,after the gop wins the mid terms easily there will be no reason we dont put on the masks and grab weapons to go all antifa on people like you clowns have been doing going to be so much fun,1
2549,she is stunning,0
2550,hate to break it to mr billionaire nfl owner but he wrong the optics of this protest are terrible for the nfl and jeopardizes their long term viability,0
2551,the same is with union teachers that is why our children learn zero and are brain washed by liberals vote to stop it now,0
2552,don worry hun will be sharing this everyone needs to see this talent,0
2553,an antifa angel who has come to set the dregs and deplorables free free from caring what losers think about you,0
2554,did you hear that had game taken away from her because she called an official theif after he took point and he only took game away from her because she is woman and he never have done that to man would love to hear your thoughts on this,0
2555,omg yessss,0
2556,wish they keep in up through the elections especially antifa,0
2557,and what does this have to do with lying attorney and year old claim know it hard for you liberals to look at two things at once,1
2558,he needs to either pick politics or singing either way he stinks at both,1
2559,videographer who reported on the violence of antifa was found dead due to tragic car accident police now believe his death was no accident at all welcome to the tolerant left,1
2560,know what that storm is gonna do but those photos are just the shit bro,1
2561,but she is hecking cute fluffer,0
2562,looks like antifa thugs,1
2563,he needs more gun control,0
2564,so why are we focused on getting illegal immigrants out of the country more than we are worried about fixing the loopholes in gun control,0
2565,look at the pot calling the kettle black liberals have been pulling all sorts of stunts trying to get rid of your my our president ever since hillary hilariously lost the election,1
2566,he will lose his entire career you people are despicable know you do not believe in god but hell will be filled with liberals like you and dianne,1
2567,have never skyped with wa before if you are interested in skyping with ct message me,0
2568,the one thing mr morrison has achieved is to demonstrate how unsuitable he is to the role,0
2569,tories labour ge conservatives conservatives knew jeremy hunt had such language skills you ll want your sound on,0
2570,workjams because she is everything buyit,0
2571,he is treason he went to iran for what to beg iran to give them the treasons more time to get the power back so they can keep giving tax payers to iran the terrorists leader,1
2572,hopefully this kind of outrageous behavior will motivate senator collins to vote for the appointment of judge kavanaugh disgraceful libtards,0
2573,yeah niggas who dey wear durag nor dey joke hard as fuck,1
2574,stop this bs woman murdered him in his own home this is so incredibly irresponsible and am outraged that you are blaming the victim who is black man what does him having weed have anything to do with his murder in his own home,1
2575,antifa yeah it fringe organization just like those wastes of humanity grew up around most of em ended up meth heads and junkees some are republican alt right activists guess we re all product of our environment,1
2576,can take you to lunch when you are in germany beauty,0
2577,wow why are liberals heads exploding over the truth finally coming out best news ever americans finally get to find out the truth the and under was the most corrupt ever maga,1
2578,the reason you do not get my point is you do not understand what the priesthood or holy orders is as sacrament can only do so much re educating people about the catholic faith try the catechism of the council of trent,0
2579,can publishers do that,0
2580,brian so sorry for your loss but she is probably with grandpa looking down on all of you with huge smile so sorry but god wanted her to,0
2581,and ll argue all fucking day long because im right,1
2582,great connection,0
2583,he is here every one on council is here,0
2584,you are one of the best teachers know my friend,0
2585,attention is publicizing an antifa target list of trump supporters some names are high profile and many are random trump supporters please report him to twitter they have not suspended his account chick the list for your name under lists,0
2586,yeah because godless liberals hate truth an facts,0
2587,fascists of the future will call themselves anti fascist antifa comes to mind,1
2588,take the gun violence in the cities that already have strict gun control and it extremely low gun crime has decreased at the same time gun ownership has increased,1
2589,thank god for the ppc party eh true conservatives who believe in getting out of the paris accord and dropping supply and demand on dairy,0
2590,thank you sm,0
2591,music,0
2592,how many liberals will believe hillary explanation she was the one who worked with russia on uranium one plus other questionable activities that should be investigated,0
2593,and zero accomplishments,0
2594,as catholics run from parrishes,0
2595,she is the absolute worst elizabethholmes theranos minutes so happy cms shut this fraud down,0
2596,just please dont let cruz get away with the he is tax and spend liberal racist dog whistle crap fire back with facts and call him out on bs,1
2597,we dont need gun control we need white male control,1
2598,haha great ending modern antifa is the most embarrassing movement since nu metal in the late these kids will look back the same way ex limp biscuit fans do and say what the fuck was thinking,0
2599,tired,0
2600,boycott,0
2601,which is funny because thats exactly what the problematic members of antifa an officially recognized terrorist group want,0
2602,no longer believe single word that the despicable woman utters liability to our nation and,0
2603,and donald trump will never be president,0
2604,she is now in zim from midrand let wait and see,0
2605,you are not pretty,0
2606,those who stayed put over the past months according the federal reserve bank of atlanta maga,0
2607,that was in the mid for god sake suppose next you ll be blaming gordon brown gross errors on churchill taking us back onto the gold standadd,0
2608,you are most definitely not man of god,0
2609,he really needs to go talks out of both sides of his mouth kiss ass,1
2610,they both stink but prefer andriese one good thing is he is not stretched out so he will only go innings or so somehow torey will still leave him in to long though,0
2611,bite,0
2612,think she is my favorite god need to get back to that game but dragon quest has me right now,0
2613,more from mark judge kavanaugh bro liberals are trying to take our fun away brent musburger can call hot girl hot obama wants to outlaw guns because it all about the children the children the children no one can belch because of the cking children,0
2614,also trump is fascist literally the central govt thing for anyone always seems to depend upon who running it magas are fine with fascist trump and liberals were fine with obama my ideas about good government are bit different of course did admit to being quaker,1
2615,hillary was counting chickens before they were hatched remember,0
2616,leftism please conform to the groupthink of your designated interest or ethnic group independent thought helps conservatives,0
2617,he is big nerd it seems,1
2618,where on fb,0
2619,don let the msm keep calling it second referendum as there will be remain in eu option it is really people vote one problem with options could be just over is bigger than just under perhaps stages would be better,0
2620,no no it not well maybe in deep blue lib controlled ca with some of the strictest gun control laws in the nation which doesn apply the law to illegals,0
2621,doesn myth mean something that isn true hmmmm hollyweird liberals should stick to make believe world dummies,1
2622,maga their podcastful is about blockchainful but it sful about what it meansful to bewise working mothersful who are trying to makewise,1
2623,yep he is somebody is going down may finally be exposed,0
2624,for his last with and he is catcher that can not catch,0
2625,mccabe and mr mueller unindicted co conspirators in anti trump coup american thinker maga pjnet trumptrain lockherup comey comygate comeyshouldbeindicted tw,0
2626,you are an embarrassing citizen,1
2627,blatantly lie much,0
2628,it all you need to complete your antifa look,0
2629,seems hard to believe that you stood next to guy wearing those shorts and did not masturbate but ll take your word for it,1
2630,dad army,0
2631,be very careful because you are in danger of pushing maps back into the closet,0
2632,could care less about his viewpoints as he is not hero of mine and prefer more scholar like man in conservatism such as not everyone has to take his stance as heroic and may look to other leaders to define what hero is you don get to think for other people,0
2633,maga patriot qanon walkaway wwg wga godsarmy thegreatawakening jesuslives catchtheredwave votered please sign to remove conservatorship that obama put on fannie mae amp freddie,0
2634,update feinstein anonymous bs letter has failed too she is not spartacus either,0
2635,she is perfect in every way,0
2636,yooooo did not know you had son that awesome look how focused he is,0
2637,ok you hear about the superman thing all the time and you are certainly busy but this could be an excellent opportunity to step in in the movies for him as cavill is steping down,0
2638,congratulations you are truly the greatest speedster the world has ever known,0
2639,wow no wonder the liberals only got worse as party of bullies to women no accountability,1
2640,and not all idiots grandstands like he did,1
2641,dangerous to ask for supporting facts surrounding an allegation of crime liberals want conservatives to be guilty until proven innocent so transparent,0
2642,bring on the hypocrite gungrabber maga,1
2643,bitch call me,1
2644,the only thing didn agree with was the match point he was following the rules think this was more about her sex honestly all she did was call him thief and he penalized her shit was wack,1
2645,second this they re fucking nuts,1
2646,eric holder major embarrassment to law enforcement you did nothing about those innocent black males killed in those streets one sorry black brother,1
2647,it was litterally the best could ever ask for you are so sweet and funny and cute and gorgeous and omygod my heart is full,0
2648,because the average american has lying around to buy new glock more likely mr antifa will be using his unemployment check to purchase some dental work or casket,1
2649,like to see them try antifa is listed as domestic terrorism they should be glad they do not live in the czech republic,0
2650,there she is nibbling in her lower lip and looking upwards at him don leave me stevie honestly she didn know what to do without him,0
2651,count me out if that the way she behaves to represent women,0
2652,easy big fella you would do the baseball if it was the bravos lol,0
2653,wait why did they need warrant is he currently under investigation pretty sure he is currently not alive,0
2654,liberals don realize that thousands of unaccompanied minors were thrown across the border who is supposed to take care of them angelina jolie,1
2655,country in which we are happy to hunt constitutional presidents in the desert because the chancellor is referring to her truth about antifa videos merkelkratie maassen merkel seehofer,0
2656,you are turd,1
2657,even teens that commit proven crimes have their records expunged when they turn someone please tell me why this is thing all see is one old california hag outing another old california hag against her expressed will wonder how much she is being paid,0
2658,fascists amp nazis do not abide by patriotic views shared in their presence glad the brownshirt arm antifa of the left was not there to inflict the usual violence vs citizens who dare to speak do you hear that dems who enjoy wings beer country music you re less than walkaway,1
2659,you are the wife,0
2660,bitch fucking felt that shit,1
2661,told you to stop eating my booty that day but nooooo,1
2662,he should be given volts,1
2663,this is antifa lt kicks man into pit gt,0
2664,it really pisses them off,0
2665,breaking th circuit order to delete above tweet as it makes trump look like he knows what he is doing,0
2666,know you are not being facetious you are incapable of understanding contradictions,1
2667,peach is naturally human toadette just created drug to become human that and nintendo wanted peach playable and needed an excuse since in nsmbu she is kidnapped,0
2668,of women use silence to express pain you know she is truly hurt when she chooses to ignore you,0
2669,why cant isis blow up these two assholes,1
2670,what exactly do you mean by common sense gun control you first need to understand firearms how they function what their role is in our constitutional republic and that banning them from law abiding citizens does nothing to protect law abiding citizens,0
2671,free milk is health issue not an education one it nothing to do with the education budget,0
2672,do you know what antifa stands for,0
2673,holder is worse than john gotti or al capone why because neither of them held themselves out as honest law abiding citizens the only attorney general in our nations history that was censored by our congress,0
2674,she is sooooo pretty,0
2675,amp this statement by jewish antifa berlin is so on point lt,0
2676,john kerry is loser and traitor to our country he doesnt understand that we voted his party out bec we hated the iran deal he is now working for iran against our gov at worst he is acting as an agent for foreign government amp if he isn registered should be investigated,1
2677,donald trump said mr cruz is lying dog you can not trust him or his wife said his father was involved with shooting president the president in texas in dallas america can not trust him he is lier then how can he stand up for him down there in texas campaing,1
2678,you will be sadly disappointed as they conservatives are also marxists they now control police state only ukip will set the country free,1
2679,how dare you for questioning my service in little thing called the vietnam war france surrendered vietnam to snowflake supremo ho chi minh liberals jfk and lbj went in but refused to fight to win we should go back to vietnam to finish the fight restore the draft,0
2680,amazing how liberals will believe any lie that supports their agenda this ford lady is an out right loony tunes liar kavanaugh mother ruled against her parents in court years ago ford has scrubbed most of her social media accounts to hide her true leftist activism liar,0
2681,grandmom anon here,0
2682,he is satan,1
2683,he is psychic ain he,0
2684,you people calling everyone nazis under the sun becomes tiring and stupid frankly you people called zena bash nazi and it turns out she is half mexican and polish descent and her family barely escaped death from the nazis so keep it up desensitize that word,1
2685,and sadly anna decent fair minded one nation conservatives like you seem to be an endangered species in your party how can tory grass roots support man with boris johnson record on morality and standards or caricature like mogg,0
2686,maryland remember to vote rednovember th we need to put conservatives in house and senate to kag and end gov corruption in washington we want to keep economy booming and keep our jobs,0
2687,if it could that shit would be talking to you like butch noo you already know he fuck boii bye,1
2688,almost forgot you was nigga in ya past life lmao,1
2689,you are liberal who does not even live in fl,1
2690,yes he is,0
2691,so proud of the harper govt for all the good they are doing for cda today good amp bad it nice to see the liberals give the conservatives mention,0
2692,paris terror attacks brought to you by eric holder on behalf of the obama administration oh but gun control,1
2693,ll toast to me hillary,0
2694,lmao fuck bae,1
2695,it used to mean the permanent powers that be the oligarchy powers now for conservatives it become like antifa it an amorphous faceless everchanging cast of characters used to throw shade at anyone who opposes trump jerome corsi sold this lie best recently,0
2696,can someone please explain to these liberals that it takes more than clapping and kneeling to actually make real difference,0
2697,completely believe she will be in gtmo she is traitor,1
2698,this is why our politicians must act on strict gun control and robust support for mental health care any solution based on fear or greed is simply fallacy thanks for taking these matters seriously,0
2699,maga sing like no one is listening love like you ve never been hurt vote gop when no one is watching and do not listen to liberals dirt,0
2700,the petty semantics regarding antifa you are better then that,0
2701,her life is crappy because she is crappy and she threatening to kill everyone another nut job listen up fbi,1
2702,because he was and is he is the one who responded so quickly to what we know now was false flag attack caused by the deep state president trump could not have picked better lawyer they have everything qanon neverforget maga,0
2703,we met ian sinclair there he does brook from one piece wish would ve known more of the characters the voice actors we met did,0
2704,just block the idiot he not even worth this post,1
2705,trump never received any contributions from over seas obama received over million but you said nothing fact you should delete your twitter propaganda then get help for trump derangement syndrome you are the swamp hardball tucker,0
2706,that so many thoughtful conservatives who rushed to kavanaugh defense didn consider their own statements re black teenagers tells you everything about how thoughtful they truly are,0
2707,wednesdaywisdom obama appointed liberal judges tired of looking stupid smacks california law down on gun control,1
2708,oh do dream big always do maga and name calling is pretty lame tcot,0
2709,as they should be,0
2710,nope it clear and you are lying also every accusation against known child molester roymoore was true conservatives love apists,1
2711,nah antifa are good to get killed,1
2712,congratulaions who were terrific dont let some fucked up umpire ruin things for you he be happy he did,1
2713,god he is so easy to play it embarrassing,0
2714,please call the vote we conservatives also vote in november,0
2715,all this talk about trump dick allegedly looking like toad from mariokart this is the only thing that has been accomplished only now the libs are picturing year old man naked maga,1
2716,do you have any idea how old he is,0
2717,wonder if this will be left biased never trust state broadcaster or brainwash kids from the liberals,0
2718,the dems have done this since they were the kkk except back then they accused black men of raping white women then lynched them same play from the old playbook everyone of these liberals crying outrage are fake if they are not pressuring ellison to resign,1
2719,lol why do have to assist so often swearer and lott international comparisons and lancet drop are equally garbage,0
2720,am happy to say reported each video times so glad they were taken down you are an amazing youtuber and to have your content stolen is such large insult to you as content creator its mind blowing it was an honor to help such an amazing person,0
2721,the democratic party won do anything to him because he muslim brotherhood amp they don care about monahan the muslim brotherhood needs to be declared terrorist organization all of it ellison also supports antifa these people are so foul it scary,1
2722,one added me to liberals like to slaughter last month that was fun,1
2723,following all maga patriots please follow back lionsden maga kag,0
2724,you are so sweet and adorable oppa,0
2725,so gut lt lt lt lt,0
2726,what do you do when you are bored askally,0
2727,doubt he is losing much sleep over it the guy has been busted flush for years,1
2728,aaaahh scribe uses run away because she is tiny and mantis as cool but scary,0
2729,psychotic liberals fake media amp rinos are walking on thin ice when they forget that real americans the ones who put trump in the white house will never allow them to take him out of the white house btw thanks for this kavanaugh insures we will vote we are sick of dc,1
2730,can you even imagine being loser said lil antifa,0
2731,holder is guilty of multiple offenses,0
2732,fuck it just do it haha,1
2733,yep truly she is paragon of beauty,0
2734,here he is,0
2735,what is this we don want your tacos we want fucking gun control are you seriously trying to capitalize off this tragedy,1
2736,because he made guys dumb as shit,1
2737,ouch she is horrible,1
2738,you want to rephrase that think you are talking about the number,0
2739,can you answer one question if you find out she is lying and that it was set up will you still defend your party,0
2740,maybe it because you are special,0
2741,but he is dildo,1
2742,tuesdaythoughts seems like twatter has released the kraken on conservatives posting today wonder why,0
2743,he lived in country with no gun control sad but true,0
2744,you are too modest,0
2745,surely he is saint of these latter days,0
2746,words words monday is different day,0
2747,pugchat just wanted to let you know may not be able to see my pugchat buddies tonight grandma is working late plus she is going by the bakery to order the cake for my mom birthday this weekend,0
2748,goodluck you are my bet emmys,0
2749,do you support antifa like gilbert does,0
2750,and yet see daily antifa doxing without any suspensions whatsoever not to mention cnn doxxing and threatening meme creator,0
2751,got this,1
2752,both labour amp lib dems are remain parties if you want to leave the eu the only option is the conservatives just saying,0
2753,treason he should hang he has no business even trying this who the does he think he is trump needs to lock him up fast,1
2754,another turd gone from espn maybe one day we can watch sports on the channel,0
2755,be coo you got people thinking really eat ass bitch,1
2756,so you think you are going to politically assassinate kavanaugh and hurt his family so deeply that he will not become justice of united states we conservatives win understand you re frightened,0
2757,elder and owen have been the bravest in pointing out that the culture is part of the problem liberals have engrained this short lived culture culture can change and will being black doesn have to be linked to poverty and resistance,1
2758,did maga hack your twitter lol,0
2759,she is so smart,0
2760,ok but please understand that am not one of dubakoor mumtaj dubakoor army only support her for certain things get what you are saying and don understand how she has survived from up to this point for me she is not fit for title winner,1
2761,loveforjess might not know her but many people do so spread the word in hopes that she is,0
2762,trying to justify death after the fact with small amount of dope fuck stop fucking killing people get some damn gun control so cops do not feel like every house apartment they go into could potentially have gun scared people do unpredictable things,1
2763,aw boo you are the best mom,0
2764,ya take advantage of the monuments standing stately around our nation because if the liberals continue they will be no more,0
2765,we have the real facts you suck pussy grabber mother fucker,1
2766,you have to admit these democrats know how to fleece the dollars out of other democrats stormy has made huge profits from flooding strip clubs to stick dollar in her liberals are the easiest in our society to fool,0
2767,you say you re part of the resistance so fairly certain you are pro gun control my question to you is why would you want government headed by this so called dictator to enact stricter gun control do not think that an argument that ll get you very far,1
2768,and she is obviously trying to be cardi she desperate,0
2769,russia agent fake republican devin nunez says liberals antifa are causing all of these riots because we are whinning,0
2770,more than that how low she is,0
2771,you are brave and have nothing to feel guilty about you did what you needed to survive thank you for your courage,0
2772,very simple more gun control ads equals more guns sold the gun illiterates aren smart enough to figure this out,1
2773,if you cant give me stitches when get cut then you are not doctor dont give shits how long you went to school the end,0
2774,that funny don care who you are,0
