,text,target
2694,@USER Lmao fuck u bae,1.0
2697,@USER @USER @USER @USER I completely believe she will be in GTMO. She is a traitor.,1.0
2701,@USER @USER Her life is crappy because she is crappy. And she’s threatening to kill everyone. Another nut job...Listen up FBI!,1.0
2704,@USER @USER Just block the idiot. He's not even worth this post.,1.0
2707,#WednesdayWisdom Obama appointed liberal Judges tired of looking stupid smacks California law down on gun control #2A  URL,1.0
2710,@USER @USER Nope. It's clear and you are lying. Also every accusation against known child molester #RoyMoore was true. Conservatives love (R)apists.,1.0
2711,@USER Nah Antifa are good to get killed,1.0
2712,@USER Congratulaions. . . who were terrific. . . dont let some fucked up umpire ruin things for you. . . he'd be happy he did.,1.0
2715,All this talk about Trump's dick allegedly looking like Toad from #MarioKart  This is the only thing that has been accomplished. Only now the libs are picturing a 70 year old man naked.   #MAGA URL,0.0
2718,@USER @USER The dems have done this since they were the KKK. Except back then they accused black men of raping white women then lynched them. Same play from the old playbook. Everyone of these liberals crying outrage are fake if they aren't pressuring Ellison to resign.,1.0
2721,@USER @USER @USER @USER @USER @USER 2/The Democratic Party won’t do anything to him because he’s Muslim Brotherhood &amp; they don’t care about Monahan.  The Muslim Brotherhood needs to be declared a terrorist organization—all of it! Ellison also supports ANTIFA. These people are so foul it’s scary!,1.0
2722,@USER One added me to a “liberals I’d like to slaughter” last month. That was fun,1.0
2727,@USER Doubt he is losing much sleep over it. The guy has been a busted flush for 30 years,0.0
2729,@USER psychotic liberals fake media &amp; RINOS are walking on thin ice when they forget that real Americans ...the ones who put Trump in the White House will never allow them to take him out of the White House. BTW..thanks for this #Kavanaugh B.S.-insures WE WILL VOTE!! WE ARE SICK OF DC!,1.0
2732,@USER Fuck it. Just do it Haha,0.0
2735,@USER what is this? We don’t want your $2 tacos we want fucking gun control. Are you seriously trying to capitalize off this tragedy? URL,1.0
2736,@USER because he made guys dumb as SHIT,1.0
2737,@USER Ouch. She is horrible.,1.0
2741,@USER @USER But he is a dildo!,1.0
2751,@USER I got this,1.0
2753,@USER Treason he should hang he has no business even trying this who the F does he think he is Trump needs to Lock him up fast,1.0
2755,@USER @USER Be coo you got people thinking I really eat ass bitch 😂,1.0
2757,@USER @USER Elder and Owen have been the bravest in pointing out that the culture is part of the problem.  Liberals have engrained this short lived culture. Culture can change and will being black doesn’t have to be linked to poverty and resistance.,1.0
2760,@USER Ok but please understand that I am not one of dubakoor mumtaj dubakoor army. I only support her for certain things. I get what you are saying and I don’t understand how she has survived from up to this point. For me she is not fit for title winner.,1.0
2762,@USER Trying to justify a death after the fact with a small amount of dope. Fuck. Stop fucking killing people. Get some damn gun control so cops don't feel like every house/apartment they go into could potentially have a gun. Scared people do unpredictable things.,0.0
2765,@USER We have the real facts......you suck pussy grabber MOTHER Fucker,1.0
2767,"@USER @USER You say you're part of the resistance so I'm fairly certain you are pro-gun control. My question to you is...Why would you want a government headed by this so called dictator"" to enact stricter gun control? I don't think that's an argument that'll get you very far.""",1.0
2772,@USER Very simple....More gun control ads equals more guns sold. The gun illiterates aren’t smart enough to figure this out,0.0
2776,@USER Im not apart of Antifa foxy. I agree with you they are terrorsits,0.0
2787,@USER @USER He is a failure in every way possible.,1.0
2788,@USER @USER Antifa aren't fascist   They're terrorist,1.0
2789,@USER @USER Quite possible. You are very right to be skeptical. But one has to start somewhere !,1.0
2792,@USER @USER I turn the tv off when Juan speaks. He is a real sicko.,1.0
2794,@USER @USER Talk about the pot calling the kettle black... You should be ashamed of your cash payoffs to Iran &amp; of you helping Iran to become a necular power. It would be better if you just set your sales and gave us all a big wave goodby. @USER will clean up your mess. URL,1.0
2795,@USER Colored people should vote! What color is she referring to? I’m white and bright! White is a color. Next racial dividing statement Ms Obama.,1.0
2799,@USER Go away,1.0
2800,@USER  Wassamatta? Starting to wet your pants? Worried about all your dirty deeds coming out? Concerned about not getting a view cell at #GITMO?  #MAGA  #KAG2020  #DrainTheDeepState  #WalkAwayDemocrats2018  #LiberalismIsAMentalDisease,1.0
2802,@USER @USER Target is brilliant with this. Keep an eye out (esp online as there’s online only shit that’s amazing) because 1. Autumn (so oranges!) and also target on thanksgiving/Black Friday is THEE place to stock tf up on sheets for the YEAR.,1.0
2807,@USER How Funny...#WNBA Championship Winners Won't Visit @USER Stupidity Of Liberals Is So Amazing...And That Face With The Plastic Stupidity Proves It...Oh...Right...She Might Harm Her Little Face...Whats Next...Complete Body Armor...,1.0
2808,@USER @USER @USER You are a member of 40 years aren’t you? Surely that means he abused you? I mean I know you don’t understand idioms but this is next level ignorance,1.0
2810,Absolutely all fucking done.  Bye Felicia URL,1.0
2811,@USER Exactly so shut up,1.0
2813,@USER @USER fix this shit!,0.0
2815,@USER @USER @USER I watch Obama for as long as I can stomach him just for the laughs LOL he approves himself to be Even more of a narcissist every day! He is so full of himself a.k.a. full of shit! #HangHim,1.0
2818,@USER Holder is a real quality guy. Wouldn’t know the truth if it hit him in the face,1.0
2823,@USER And 15 is probably all they know about. Please tell me he is still in jail. Or better yet dead. You are such a strong woman. I'm so sorry that happened to you.,1.0
2825,@USER Fuck you I’ll put hot sauce on a slice of pizza again for you,1.0
2830,@USER Reading this thread it sure seems like your followers aren't for gun control after all Jimmy 😂😂😂😂,1.0
2836,"@USER GIVE ME A FUCKING MIC""""",0.0
2839,...this obvious hit job on kavannah is not going to work...and the liberals continue to reveal themselves as demonic figures... URL,1.0
2840,@USER Come on Texans! This man can not replace @USER  EVER! #MAGA2018,1.0
2841,@USER @USER @USER Why? Because you are too busy spreading hate with your TDS? I’m sure you feel fine ridiculing children of conservatives. You represent everything that is wrong in the education (brainwashing) system.,1.0
2846,@USER @USER @USER Great. Here’s how today has gone: Floris wanted to spank me. Leah wanted to stab me. Curtis won’t back me up. Adam still looks great at 67 or however old as fuck he is... KL has a bigger dick than me but she’s a she...he🤔...she?!? URL,1.0
2850,@USER @USER I can understand her wanting her title but all that whining and pissing and moaning stop talking and start getting it done enough already you're a coward when you got to beat somebody when they're not looking,1.0
2856,@USER I’m sorry Dana that you have to hear from such sick mental patient liberals! They are so pathetic! I support you 100 percent,1.0
2857,"@USER So she is using the feminist card as a excuse for her behavior in not getting what she wanted when the other competitor that she played was a A WOMAN"" who just was simply better than her today. Every woman in that room who applauded to that nonsense I feel sad for you.""",1.0
2859,@USER BS.  People died in PR because the local government is corrupt.,1.0
2860,",...Criminal Complicity in ALL OF THIS MESS! --- Last night, Mr. Gregg Jarrett appeared on Hannity""!,...He is Always Incredible, and He made Another Great point when He reminded All Of US that ""Starting an illegitimate Investigation is a Crime""! ---  TRUTH IS COMING OUT MUELLER!""",1.0
2862,@USER You ready for crazy ass racing tomorrow???,0.0
2863,@USER @USER What do you expect from The likes of Eric Erickson. .   HE is a Piece of Crap.,1.0
2864,#meneither! She is a liar. Clear as day a liar. URL,1.0
2870,@USER @USER gfy ...the NFL should get no protection from the police...and no support from our military...the league will slowly die on this road of shame!!!,1.0
2871,@USER @USER Invite @USER to all of the @USER shows and let her tell you about her interview with Brock Long. Then you will know why #Cult45Politburo sounds so unhinged. He is parroting the FEMA admins line of BS. @USER tried to fight back against Long's BS,1.0
2874,@USER @USER Who really listens to those post menapausal angry yentas except hardcore liberals and femanazis?,1.0
2878,@USER @USER @USER @USER @USER @USER All liberals are devils. All of us. Ask any repub. We hold hands to stand together. To know we aren’t alone in this fight for civility and decency. Call us all the names you want. It doesn’t matter one bit.,1.0
2879,@USER @USER @USER Exactly! She was sorry till she found people to cosign her bullshit. Idiots. The pair of them.,1.0
2881,@USER End of Mos2. SM out in space hears a voice in his head asking if he’s kryptonian.Turns around and it’s MM. MM explains his situation &amp; asks for refuge on earth. SM puts out his hand &amp; introduces himself. Has their shaking hand he says welcome to earth. Cut to black.,1.0
2882,@USER @USER Forget Michael he is a coward.,1.0
2884,@USER @USER He gets confirmed. Conservatives don’t care that he’s a rapist. At all.,1.0
2886,@USER @USER Where were you in 2008 when people were losing their jobs &amp; their homes &amp; our economy tanked? What did you say about W then? Did you ridicule him &amp; did you praise Obama for saving our country? You are such a hypocrite.,1.0
2887,@USER @USER I seriously believe he is evil..,1.0
2888,@USER He makes a good point. Too bad that is a career death sentence these days.,1.0
2892,@USER Your shabby self and your traitor buddy BO....Gave us #MAGA....stupid your just stupid.,1.0
2896,.@USER Liberals are steamrolling #TPP through Parliament without proper debate. Why are the Liberals hell-bent on killing Canadian manufacturing jobs? #cdnpoli URL,1.0
2898,@USER The are batshit crazy.,1.0
2899,@USER @USER @USER Omg what country were you in?? It wasn’t America. But again you liberals will believe ANYTHING,1.0
2900,@USER @USER YES BITCH,1.0
2903,@USER These liberals are responsible for the deterioration of American society. They should be ashamed but we all know they’re not.,1.0
2904,@USER When even readers of a liberal paper in effect liberals don't believe her accusations are credible. . .,1.0
2906,.@USER &amp; @USER student loan refinancing plan would give every single student loan borrower a tax break &amp; let hundreds of thousands of borrowers have immediate lower interests rates at 0 net cost to taxpayers.   @USER has 8 years. He did nothing. He is a liar. URL,1.0
2907,@USER *REPLACES CHICKENS WITH GUN CONTROL* URL,1.0
2911,@USER This is like when shitty restaurants advertise their “voted #1 world famous crabcakes” but nobody can tell you who voted and nobody who lives outside a 10-mile radius has ever actually eaten there.,1.0
2913,@USER Man that shit just got me hype like I was watchin it 18 years ago,0.0
2914,@USER yea shit sucks thats why i stopped watching anime mostly,1.0
2915,@USER FF8 sucks MAJOR wang.,1.0
2917,@USER Get the hell out,0.0
2920,@USER He is starting to tweet nonsense like Mango Mussolini,1.0
2922,@USER @USER @USER Haha you liberals are so desperate it’s hilarious. Trying at all ends to set him up. This BS last minute stalling tactic about the alleged HS incident and the bait of emails that were sent to him. And people wonder how Trump won? Because they’re tired of Democrats and their crap.,1.0
2924,@USER @USER @USER @USER @USER Most people do not understand what an assault rifle is!  Makes their statements regarding gun control stupid!,0.0
2928,@USER @USER @USER @USER @USER He is a malignant narcissist.,1.0
2931,@USER @USER @USER Thats the problem. He is not a slick talking politician,1.0
2932,Good Job asshole!!!...You just killed your dad's chance of a get out of jail free card!!! #MAGA @USER @USER @USER @USER @USER @USER URL,1.0
2933,@USER @USER @USER @USER @USER Hmmmm what about the MEPs who we elect in the UK who attend the European Parliament to represent the UK?   It’s a framework under which we operate. We’re not the victim until we leave and are then subject to rules we don’t even control.  It’s a #BrexitShambles. Let’s stop it.,1.0
2934,@USER @USER @USER @USER @USER @USER @USER FUCK yes now i have someone to pressure me to get into every pit that opens up,1.0
2939,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER I met Mark. And he is amazing. He is just as sassy in real life as in the show.,1.0
2940,INTERRUPTING HIS HEARING AT EVERY TURN! BUT THATS OK HE IS A MAN AND CAN TAKE IT! AT LEAST HE WILL REMEMBER WHO WHAT WHEN AND WHERE HE WAS! AFTER THIS KAVANAUGH WILL HAVE DEFINITELY EARNED HIS STRIPES TO SCOTUS!  MAGA!,1.0
2941,@USER Total Bullshit,0.0
2942,@USER And it’s always during active play! Sit your butt down people!,1.0
2944,@USER @USER There are plenty of sane centrist democrat citizens but far leftist politicians &amp; Antifa weirdos? No thanks.,1.0
2945,@USER @USER This is a lie! To push a gun control narrative! The actual number is much lower. If you look up what they are using to reach that number you will see why it is so high. Always playing politics!,1.0
2950,@USER @USER Smut straight from hell,0.0
2951,@USER HE IS MOE,0.0
2952,@USER @USER Or maybe to pay for their protests since Mnuchin shut that slush fund down. Probably going to pay for Antifa riots. Busing in people and weapons.,1.0
2954,@USER She is a Republican hypocrite!,1.0
2956,@USER Better than what? Truth? Politicians have never been good at that. My America is better than Flake.,1.0
2961,@USER Goodell and my Lions both suck,0.0
2962,@USER You are low class asshole. You wear your suits and talk about the 1% or call us deplorable all while you sit behind your antifa and hate filled lying son of a bitch party and call yourself honorable. At least my pappy would be proud of me for being a man and standing true.,1.0
2963,@USER Irish Bad Bitch,0.0
2964,@USER @USER @USER @USER @USER He is a disgrace,1.0
2965,@USER She is not a cheater. That chair ump robbed her.,1.0
2967,@USER your @USER app is down / sucks,1.0
2968,@USER I feel you dude it Fucking sucks,1.0
2971,@USER @USER Feinstein wanted to delay until after the midterms.  Hopefully the RED wave will wash her into the Atlantic. #MAGA,1.0
2972,"@USER @USER Maybe I'm wrong, but didn't you take an oath to preserve and uphold the constitution?   Take your people control (it's not gun control) and gtfo with your crazy.   Steve Willeford says hi"". Don't know the name? Perhaps Google it and realize how stupid you are.""",1.0
2980,@USER lemme rap on that shit. I'll do a video floatin downstream in a coffin like in horrorland lol,1.0
2981,@USER Madam will never respond. She is among those who see nothing good about PMB and his administration. It sucks.,1.0
2982,@USER Nobody is addressing the cow in the room. Not even when Florence is still doing her thing. It's like after a mass shooting and it's the wrong time to talk about gun control. @USER,1.0
2985,@USER you are a racist fake site of fake profiles with fake pictures of scammers who block you. also you delete accounts for no reason and block emails for customer service. same fake people on by the hour. all date sites are fake who create the profiles themselves.,1.0
2995,@USER I hope so. That Tana girl fucks anything lol,0.0
2998,@USER Love how fat they all are while chowing down on cake and cookies. That's the future liberals want.,1.0
3000,Ain't it fun when a manager has a stick up his ass that would make a redwood self-conscious about its size?,1.0
3001,@USER @USER CA has inadequate gun control.,1.0
3002,@USER This is so entertaining. Nobody has thought about Montel in years... and you are picking a fight with him. This is incredible. Such a feeble mind you have.,1.0
3003,@USER They could literally give two fucks af 😂 like ummm okay thanks 😂,0.0
3010,@USER Fuck yeah !!!! Go you !!!,0.0
3014,@USER @USER @USER @USER is not a difficult woman she is a far left leaning bitch. She has no place in unbiased commentary on any platform. Get rid of her.,1.0
3016,@USER Antifa is Israel's thug squad in America,1.0
3022,1. 2 protect Trumpie. 2. 2 increase presidential powers. 3. 2 kill Roe v. Wade. 4. 2 limit voting rights. 5. 2 weaken gun control. 6. 2 deal with religious liberty. Congress is not an august body. They lost that moniker when they went whole hog 4 Trumpism. URL,1.0
3027,"@USER #Republicans love to say it's too early to talk"" about common sense gun control after these events - what they really want is people to forget and amnesia to kick in so they can ignore doing their jobs which is to protect the public  Gun control works and R's just procrastinate""",1.0
3028,@USER @USER Ramos sounds like a shitty ump,1.0
3029,@USER @USER Well they will start banishing all acct's for promoting URL FB gave @USER Brandon a 30 day z-jail time. I'm sure tomorrow Apple/Jacks will do it too. Let's all just do it and see how many conservatives &amp; #WalkAwayMarch er's they shut down.poof FB begone,1.0
3030,@USER @USER Oh shit u went there 🤣🤣🤣,1.0
3031,@USER Disgusting!,0.0
3033,@USER Can't take what they dish out? Joe you are a snake that should be hung by the neck on a live cnn feed.,1.0
3035,@USER @USER We should meet her face to face! She won't be speaking like that much longer. She is a horrid person! Somebody will teach her that you reap what you sow. She will find out the hard way. She is just UGLY inside!!! FUBAR!,1.0
3040,@USER Bono can go away now the 90s are over you sick now,1.0
3046,@USER Really another one holy crap wow all brought to you by the Liberals.,1.0
3049,@USER Europeans are morons for electing people like this,1.0
3053,The “Law and Order” president really hates law enforcement! Lol #MAGA URL,1.0
3065,@USER Congratulations @USER   for putting the NFL into the toilet.,1.0
3066,@USER She is a drama queen she pulled the feel sorry for me card too because she is now a  ‘working’ mom...give me a break,1.0
3067,@USER @USER @USER @USER @USER Chicago has strict gun control laws but the highest gun violence rate Detroit was owened by Unions and is now bankrupt Cali has the second highest welfare rate and is now the homeless capital of the developed world.,1.0
3068,@USER @USER You are 20X the trader I am lol I’m screwed but I have a tight stop. I’ll let it ride!,1.0
3074,@USER Time for Canadians to let all liberals if no Trade deal in two months no vote for any liberal MP! Make that our red line. It  makes NO sense Trump has been able to secure Trade Deals around the world but Canada! Obvious to anyone with a Brain failure is Trudeau! He has failed!,1.0
3078,Ain’t missing shit 🤫🤑,0.0
3082,@USER @USER Man I’m glad I can make y’all’s day. I just be saying stupid shit on the fly. I ain’t trying I’m just dumb lmao URL,0.0
3084,@USER He is hurt and no one has checked on him!!!,1.0
3089,@USER @USER @USER These guys are only known for diverting topics only. He is a pure sanghi. Let him bark.,1.0
3092,@USER The more this woman talks the more stupid she becomes. #TermLimits #Liberals,1.0
3095,@USER This is ridiculous...UNBELIEVABLE !!! So this fine young man is now dead because of a stupid reason .... come on !!!!! Gun control is the solution y'all so many innocent people got killed because of guns😡😡😡 This has to stop,1.0
3099,@USER do you have any other recourse? This is so wrong on so many levels. Can you sue them? I wish there was a way to reinforce your points on the mistreatment you have received. Liberals are full of hate and discontent and unfortunately there are more of them than us. Idiots. URL,1.0
3100,@USER Hollywood is packed with pedophiles,1.0
3102,@USER @USER Should have used a 44 magnum to make a real statement! And people like this teach our kids?,1.0
3105,@USER conservatives believe all persons of color are a priori guilty of crimes therefore when PoC are denied their rights in extrajudicial killings no conservative EVER questions the killing.,1.0
3107,@USER Don’t talk shit about 48 laws,1.0
3108,@USER Holder has a perverted view of the law. Not surprising since he is a Democrat.,1.0
3111,@USER oh shit uhhh what ao3 fic is this,0.0
3112,@USER When will they learn.  People dont care about what they think about politics.  Just read your lines and entertain us.  Keep your stupid pins and fake tattoos and ribbons at home. #MAGA #Emmys,1.0
3118,@USER Can somebody please put him back in his coffin.,1.0
3119,@USER But they’re still the number one Fake News Network.,1.0
3121,@USER Fuck off,1.0
3126,@USER @USER Who is the ring leader of the brain dead sheep. Time to turn it back on him.,1.0
3128,@USER @USER @USER . #Hypocrisy to see so called conservatives call out supposed sexual deviancy when just about every sexual political scandal in recent memory involves Republicans and it's really #homophobia #RoyMoore #Kavanaugh #JimJordan #MarkFoley #BobPackwood #ClarenceThomas #DonaldTrump,1.0
3136,"@USER @USER @USER @USER You hit them for fucking elo and the reason I'm posting this is because he is thee booter EXPOSER"" just shows you cant believe everyone in this community""",1.0
3146,@USER shut the fuck upppp kliff i'm bigger than you and gayer than you so don't try any shit,1.0
3147,20 more votes for #Democrats &amp; let's see... How many murders of #Conservatives #justsaying URL,1.0
3148,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER It never gets further that the Caymans But I want to know what gives Boris the right to spunk £45m on a folly of a bridge that wasn’t built Where is the money And what relation to him were the people who were paid it And why are they all now abroad No lnvestigation iniated Why,1.0
3149,@USER Sounds like you're a Fascist.,0.0
3152,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER LOL!! Same to you! Awe!  How’s it feel to want for the first time gimmie?!  Is that a new feeling for you?  Has mommy kept you on the tit all these years and now you don’t know how to fend for yourself?!,0.0
3155,@USER josh as slave leia,1.0
3161,"an already-debunked viral hoax"" Tell me who decides if a meme has been debunked?? A potentially biased human has to thats who.  URL #facebook #rosetta #memes #qanon #maga URL",1.0
3164,@USER still spewing your lies.....you are not good enuf to lick our President's boot straps... what about the deaths in Chicago...u r a liar and a manipulator...go vack to indonesia barry,1.0
3169,"@USER Ya  Obama on trade  2-YEARS AGO:  Trump is just NOT TELLING THE TRUTH""  ""How STUPID could our leaders be"" Trump  God bless Trump! #MAGA #KAG .. (Full Link+Trump's ANSWER URL",1.0
3173,@USER @USER any gun control is unconstitutional and you leftist fake news traitors keep lying to the people that's why your enemies of the people,1.0
3175,@USER Must be driving liberals crazy!,1.0
3183,@USER F the DemocRATS.  SLIMY BASTARDS.,1.0
3184,"@USER @USER @USER @USER  Flake shld end his search for relevancy"". He's RINO filled w hatred for POTUS. #Despicable behavior""",1.0
3185,@USER She is demented.,1.0
3195,@USER I just read that whole thread and that guys thinks he is a boxing media social media sure have mess up some ppls  head 🤣🤣🤣🤣🤣🤣🤣🤣,1.0
3199,@USER @USER That is why you never want to deal with the left/democrats. They have become lunatics. #TrumpDerangementSyndrome,1.0
3203,@USER ball is in our court not yours,1.0
3204,@USER @USER @USER I know you're not this naive. Those people make up a very small % of Trump supporters. Do all Liberals support terrorist and (groups such as Antifa?,1.0
3206,@USER @USER @USER I will never forget what levels you racist liberals went to and what you did to Clarence Thomas. Liberals are  the worst people ever.,1.0
3207,@USER what the fuck happened,1.0
3208,@USER @USER What are these new ideas?  Speech laws gun control killing babies and thinking your entitled to free healthcare and rich ppls money just bc you exis?,0.0
3210,"@USER @USER @USER @USER I don't know how They said they aren't gay tho."" and ""And by liberals you mean conservatives."" sounds like me being upset.  As for why it matters, if it doesn't matter then why go to such lengths to deny that they're gay? There's straight couples, why not just let them be gay?""",1.0
3211,@USER @USER Jail is TOO KIND for a #Pedovore - where is the prosecution??  #AGSessions is the church getting away with pedo crimes?  What the hell is he holding?  is that a tentacle?  WTH  #PedoGateNews,1.0
3213,@USER @USER Pope Char compares Pope Francis to the false prophet. Bingo! URL,1.0
3217,@USER @USER @USER He’s as clueless as out his disgusting looks as he is about every other thing there is to know.,1.0
3220,@USER fake ass emoji,0.0
3221,@USER @USER @USER Haha yeah funny communists liberals destroying USA want USA2  like Venezuela China north korea perhaps why not just move2 your perfect country instead of desperately trying 2destroy the USA that my Founding Fathers fought died 4 our Freedom! Shed blood for ungrateful communists!,1.0
3223,.@USER .@USER .@USER .@USER #HypocrisyMuch? .@USER .@USER .@USER that's why you are an enemy to the people #FakeNews go against political opponents and hide crimes from #Liberals #BigStuff! URL,1.0
3225,@USER Then I see like this and lust over the girl with the long blond hair and the bare midriff and micro-mini and realize she is now 48 years older and could be a great grandmother today! 😱 People wonder why I love legs until I show them what I grew up with. URL,1.0
3228,@USER Someone please call for gun control because the Bengals can't stop shooting them selfies in the foot URL,1.0
3232,@USER @USER She lost because she got outplayed. She is disgusting for her behavior,1.0
3233,@USER What?  All 12 of them?  What about the terrorists Antifa?  Farrakhan’s hateful and racist thugs?  BLM criminals?  Black Panthers?  Those groups have NO place either!,1.0
3235,@USER @USER @USER @USER @USER @USER @USER Joe is just singing the old Liberal bullshit song and misrepresenting facts as usual.,1.0
3237,@USER @USER Bro I randomly tried this dns shit and it worked first time wtf,1.0
3238,@USER This is what conservatives think a genius looks like. LMAO,1.0
3243,@USER And this butt fur thinks he is a know it all,1.0
3244,@USER you ignorant fool how did you become ag. I forgot it was ignorant Obama. Its not current occupier of white house. Learn from me ignorant idiot He is the President of United states. If you think he is not your President then leave this country and go to hell.,1.0
3245,@USER @USER Yes it did... And it's on editorial... Is Joe Q the editor of X-Men... No he isn't... He is editor in Chief. He is the boss of all the other editors... Sooo he wasn't responsible... I shouldn't be arguing because this is stupid...,1.0
3248,@USER #AskAlly Please tell me something what should i do to help my mom when she is at home with a broken leg cause she's in Hospital now with a broken leg 😭😭😭😭,1.0
3249,@USER @USER Or he is part of the fraud they pulled together.,1.0
3255,..@USER @USER 2 of 2 Vote her butt right out of office.  #DianeFeinstein is part of the problem in America not part of the solution.  Her old ideas and #ClarenceThomas tricks will not work this time.  #VoteRed2018 #KAG #ConfirmKavanaugh #ConfirmCoachK #MAGA,1.0
3264,#GOP on personal responsibility...  He was drunk: boys will be boys  She was drunk: slut  #republicans #conservatives #kavanaugh,1.0
3266,@USER Damn right .if you think any different then your part of the problem with this country .thank God we have a president who puts #AMERICA #FIRST instead of putting illigal aliens ahead of americans .,1.0
3268,@USER bitch my life was flashing before my eyes,1.0
3272,@USER @USER He's been trashing all along even to our allies.,1.0
3278,@USER @USER @USER People who employ fascist tactics are fascists. That's what ANTIFA does. Do you want me to start posting videos of ANTIFA riots?,1.0
3279,@USER @USER  We all have concerns about the Democrats' disgusting Behavior and disrespect for this country and our Constitution of the United States and the violation of your oath to Citizens and our constitution.,1.0
3281,@USER oh fuck i forgot about poopy in my diaper pants you know me before i know myself,1.0
3284,@USER And hypocrite flies in his private jet around the world?,1.0
3286,@USER He is the absolute worse. Period. That is all.,1.0
3288,No my family aren't MAGA they just don't care. They're apart of the populace who get distracted by pop culture completely. They have zero idea what is going on in the world until I tell them &amp; even then they don't care. I'm a lion amongst lambs. URL,1.0
3295,@USER @USER homer losing his boner over this is very petty there was a resemblance but again even if she is if they aren't shoving it in our face then its okay,1.0
3296,@USER keemstar said he is not paying he just wanted his sever on rust popin I said pay him or the ooks will come for you on rust😂,1.0
3301,#treasonousgoverment california Tries New Tack on Gun Violence: Bullet Control URL,0.0
3305,@USER @USER She is so stupid it scares us average Americans that she makes decisions on our behalf,1.0
3306,@USER @USER Bitch shut up....cyberpunk was announced way back in 2012 and just now getting revealed #....get your facts straight,1.0
3307,@USER Down with liberals!,1.0
3317,@USER Trudeau and Liberals are incompetent to handle it.,1.0
3318,.@USER real goal: To make everyone in Wisconsin as dumb as he is. URL,1.0
3329,@USER The Ironic thing is you are more closely aligned with the far right. They are even agreeing with you. Look down the thread. some asshole just posted a thing about IQ in your defense. Fuck off with that shit!,1.0
3334,@USER bro they were laughing into her face and almost pissing their pants and i was standing beside it like wtf mind ur own business,0.0
3337,@USER Smack the shit outta her 😂😂,1.0
3341,@USER @USER It crossed my mind that Sheriff Israel may have ordered them to stand down. The democrats will use any tragedy to be in the public eye to promote gun control. It's a shame that these things even came to mind but I have seen too much from the Left to be surprised at anything.,1.0
3343,@USER I heard ur cock was big and lonely,1.0
3351,@USER @USER Are you bipolar? You keep saying different shit to people commenting on what u said,1.0
3352,@USER FASCIST LEFT ARE EVERYWHERE. We must crush them; boycotts work folks.,0.0
3362,#DickDurbin is from Illinois. #Chicago has the strictest gun control and is a gang and drug killing field. URL,0.0
3363,@USER In other words #Mueller it’s not constipated In other words #Mueller has diarrhea? URL,1.0
3370,"#LibDemConf shows me that @USER are absolutely void of constructive ideas for the myriad problems the UK faces, and begging @USER and @USER moderates"" isn't the answer. Thatcher was right, the parrot is dead.""",1.0
3371,@USER Probably say fuck it an do just that,1.0
3374,@USER Why you ruin shit lol,1.0
3375,@USER Your looking more like a plant #maga #walkaway URL,1.0
3379,@USER From a man (fast and furious) was held in contempt,1.0
3381,@USER I told myself this but no matter how much I try life keeps biting me in the ass,1.0
3383,@USER @USER You are delusional if you think he is the reason either game was lost in the past two seasons lmao,0.0
3385,@USER ugh I meant *wigs shit,0.0
3387,@USER Fat ass liar strikes again. #NeverForget,1.0
3388,@USER He is totally bluffing...,1.0
3391,Democrat can't even compete w @USER #MAGA URL,1.0
3392,@USER She is an monster!,1.0
3396,@USER @USER So Alyssa you saying he’s guilty?  What ever happened to innocent before guilty?  And if he is innocent would you at least tweet an apology?  Shut up and answer the tweet.,1.0
3397,@USER She is one of satan's daughters,1.0
3399,@USER This information is out there and should be fully investigated and considered before he gets a life time High Court appointment.   Conservatives refused to even give Obama’s person a hearing so please stop acting like they play above board while everyone else goes low.,0.0
3400,@USER @USER @USER @USER You are a boring individual. Its seems good too me,1.0
3401,@USER @USER @USER Actually my ancestors were here long before anyone got here even your French ass! Native Americans were here first. So get your facts straight! So if you wanna throw punches make sure you know who and where you are throwing them first.,1.0
3403,@USER Gutierries =💩 what did he do to help PR ? What is he doing now besides hoping for a high body count to blame on Trump,1.0
3404,@USER @USER @USER Most stupid tweet yet...and yes...its a libtard🤣🤣🤣👌💩,1.0
3407,-Conservatives cut police funding -person complains about crime -person votes conservative to tackle crime  ?,0.0
3411,@USER he probably had sex twice for boruto and the other sister that no one cares about,1.0
3412,@USER Eric Holder is an arms dealer and should be in jail how did this ass slip by,1.0
3413,@USER and bale is shit,1.0
3415,#MondayMorning #MondayMotivation #MondayMood #MondayThoughts Another #Republicans  / Trump swamp Lier !!   #MAGA #women #Christianity URL,1.0
3417,@USER He orchestrated/provoked it so that he could cry that he was the victim of a yet another conspiracy...He’s such desperate weirdo.,1.0
3419,@USER Get back on your peanut farm old man,1.0
3423,@USER Your fucking Bf nigga,1.0
3424,@USER @USER SHE IS THREATENING AMERICAN CITIZENS SHE WILL KILL WOMEN ARREST HER,1.0
